,device_id,timestampI,timestampF,MAC,RSSI,channel,latitudeI,longitudeI,latitudeF,longitudeF,cnt_pckg,id,duration,ts_sort,distancias
13601,617.0,2021-06-02 12:49:25,2021-06-02 12:54:37,98:39:8e:eb:00:17,-87,11,-22.814578,-47.064121,-22.824579,-47.064694,41,524,312,2021-06-02 12:49:25,1.1136116237760958
13740,617.0,2021-06-02 12:56:05,2021-06-02 12:57:09,50:92:b9:11:55:f0,-91,6,-22.827896,-47.066889,-22.83091,-47.064019,153,662,64,2021-06-02 12:56:05,0.4459068694565727
14454,617.0,2021-06-02 13:17:05,2021-06-02 13:20:14,0e:82:72:81:69:22,-93,6,-22.829324,-47.065181,-22.825249,-47.066337,113,47,189,2021-06-02 13:17:05,0.46835218293971403
14471,617.0,2021-06-02 13:17:25,2021-06-02 13:19:03,14:a3:64:2d:53:67,-90,6,-22.828572,-47.066209,-22.825599,-47.066238,135,64,98,2021-06-02 13:17:25,0.33059633358420903
14488,617.0,2021-06-02 13:17:36,2021-06-02 13:20:12,50:92:b9:78:e3:0a,-83,11,-22.828228,-47.066539,-22.825193,-47.066208,162,81,156,2021-06-02 13:17:36,0.33917774826022834
14491,617.0,2021-06-02 13:17:38,2021-06-02 13:20:16,44:1c:7f:01:5e:d2,-86,6,-22.828197,-47.066565000000004,-22.825282,-47.066421000000005,206,84,158,2021-06-02 13:17:38,0.3244694579583546
14504,617.0,2021-06-02 13:17:54,2021-06-02 13:19:40,f4:f5:24:24:fc:79,-89,1,-22.82788,-47.066806,-22.825286,-47.065666,116,97,106,2021-06-02 13:17:54,0.3112041453207301
14529,617.0,2021-06-02 13:18:38,2021-06-02 13:22:44,32:43:ab:c1:7c:55,-68,13,-22.826005,-47.067153999999995,-22.819029999999998,-47.072355,228,121,246,2021-06-02 13:18:38,0.9411027261204685
14689,617.0,2021-06-02 13:20:27,2021-06-02 13:21:56,50:92:b9:28:44:e4,-70,1,-22.825285,-47.066803,-22.821635999999998,-47.070159000000004,43,279,89,2021-06-02 13:20:27,0.5319186614944983
14789,617.0,2021-06-02 13:23:21,2021-06-02 13:25:36,82:62:7e:93:4f:f1,-91,1,-22.817606,-47.072631,-22.812752,-47.067814,247,379,135,2021-06-02 13:23:21,0.7314910919991955
14804,617.0,2021-06-02 13:24:17,2021-06-02 13:33:58,18:31:bf:d3:1e:7c,-77,1,-22.815773999999998,-47.072659,-22.81925,-47.059965000000005,158,394,581,2021-06-02 13:24:17,1.3572508277624724
14993,617.0,2021-06-02 13:35:04,2021-06-02 13:37:59,a8:16:d0:df:1d:75,-91,1,-22.823375,-47.062086,-22.831489,-47.063218,122,577,175,2021-06-02 13:35:04,0.9096651439797969
15019,617.0,2021-06-02 13:35:58,2021-06-02 13:39:28,d0:77:14:69:67:49,-95,1,-22.824948000000003,-47.06563,-22.829667,-47.06082,79,603,210,2021-06-02 13:35:58,0.7199644837413642
15449,617.0,2021-06-02 14:02:15,2021-06-02 14:08:25,fc:aa:b6:ca:d7:a1,-92,6,-22.814325,-47.071715000000005,-22.815532,-47.063708,56,233,370,2021-06-02 14:02:15,0.8315828041545436
15456,617.0,2021-06-02 14:02:33,2021-06-02 14:10:12,02:00:00:00:00:00,-86,1,-22.813831,-47.070456,-22.817554,-47.062595,34,240,459,2021-06-02 14:02:33,0.9058424766632751
15465,617.0,2021-06-02 14:03:07,2021-06-02 14:10:29,c8:d7:b0:fb:c0:f2,-71,6,-22.81296,-47.067886,-22.818047,-47.063590999999995,110,249,442,2021-06-02 14:03:07,0.7167630714149819
15470,617.0,2021-06-02 14:03:24,2021-06-02 14:08:11,90:73:5a:47:f8:4e,-53,4,-22.812752,-47.0678,-22.816504000000002,-47.063559999999995,160,254,287,2021-06-02 14:03:24,0.6024286098731294
16130,617.0,2021-06-02 14:36:32,2021-06-02 14:38:36,d8:ce:3a:47:2d:cf,-93,1,-22.828939000000002,-47.060559999999995,-22.828634,-47.066121,56,14,124,2021-06-02 14:36:32,0.5709271947279025
16161,617.0,2021-06-02 14:38:25,2021-06-02 14:44:15,90:60:f1:49:53:d5,-60,13,-22.829172,-47.065546000000005,-22.816515,-47.072628,193,45,350,2021-06-02 14:38:25,1.583538304810529
16223,617.0,2021-06-02 14:39:44,2021-06-02 14:49:34,70:fd:46:c3:45:38,-91,1,-22.825953,-47.06702,-22.821085999999998,-47.067164,163,107,590,2021-06-02 14:39:44,0.5413876524678485
16474,617.0,2021-06-02 14:50:48,2021-06-02 14:58:59,fe:66:b0:42:f9:ac,-82,1,-22.817583,-47.063819,-22.830076000000002,-47.064802,140,358,491,2021-06-02 14:50:48,1.3928085748081387
16829,617.0,2021-06-02 15:13:28,2021-06-02 15:23:15,8a:25:c6:af:8d:22,-73,1,-22.815514,-47.065596,-22.824804,-47.065348,58,227,587,2021-06-02 15:13:28,1.0333149622540918
16938,617.0,2021-06-02 15:20:41,2021-06-02 15:24:18,c6:5c:22:fa:02:90,-95,11,-22.818098000000003,-47.059962,-22.825706,-47.066938,69,335,217,2021-06-02 15:20:41,1.1076339792228695
16966,617.0,2021-06-02 15:23:04,2021-06-02 15:24:18,8c:f1:12:8d:14:53,-94,1,-22.824385,-47.064303,-22.825706,-47.066938,60,363,74,2021-06-02 15:23:04,0.3074185850698356
16978,617.0,2021-06-02 15:23:04,2021-06-02 15:24:18,8c:f1:12:8d:14:53,-94,1,-22.824385,-47.064303,-22.825706,-47.066938,60,363,74,2021-06-02 15:23:04,0.3074185850698356
17036,617.0,2021-06-02 15:25:40,2021-06-02 15:26:54,a8:16:d0:24:62:6f,-92,1,-22.829002,-47.065841999999996,-22.831533,-47.062255,198,430,74,2021-06-02 15:25:40,0.46297123629918313
18082,617.0,2021-06-02 15:55:53,2021-06-02 15:57:38,1c:b7:2c:f1:0e:66,-93,6,-22.815402,-47.062637,-22.818169,-47.062027,188,444,105,2021-06-02 15:55:53,0.31396484622851667
18093,617.0,2021-06-02 15:56:10,2021-06-02 15:58:56,50:92:b9:d5:07:1a,-51,6,-22.815709,-47.062563,-22.821562,-47.060765,70,455,166,2021-06-02 15:56:10,0.6764116253924092
18272,617.0,2021-06-02 16:02:37,2021-06-02 16:04:23,98:39:8e:ca:d9:fb,-91,1,-22.830509,-47.064408,-22.829814000000002,-47.060014,81,632,106,2021-06-02 16:02:37,0.4568975972618674
18892,617.0,2021-06-02 16:43:53,2021-06-02 16:45:53,22:fe:2f:23:f7:a9,-93,1,-22.829585,-47.062694,-22.825653,-47.066308,217,26,120,2021-06-02 16:43:53,0.5730137391071677
18907,617.0,2021-06-02 16:44:09,2021-06-02 16:45:09,0e:de:5b:d6:b4:8c,-71,1,-22.829522,-47.063885,-22.827935999999998,-47.06681,109,41,60,2021-06-02 16:44:09,0.3477966421671216
18909,617.0,2021-06-02 16:44:10,2021-06-02 16:47:39,30:cb:f8:20:a9:fb,-69,1,-22.829521,-47.0639,-22.823193,-47.068656,175,43,209,2021-06-02 16:44:10,0.8559778522517819
18911,617.0,2021-06-02 16:44:11,2021-06-02 16:47:57,1e:8d:7a:54:1e:8b,-57,10,-22.829521,-47.063908000000005,-22.822011,-47.069455,217,45,226,2021-06-02 16:44:11,1.0102172957258573
19222,617.0,2021-06-02 16:55:01,2021-06-02 16:56:41,78:23:27:42:af:e2,-74,6,-22.818173,-47.063151,-22.820467,-47.060413,113,356,100,2021-06-02 16:55:01,0.37923089553851747
22246,617.0,2021-06-07 07:24:03,2021-06-07 07:25:44,90:73:5a:47:f8:4e,-54,1,-22.819528,-47.067248,-22.81847,-47.064054,50,482,101,2021-06-07 07:24:03,0.34785794545579046
23317,617.0,2021-06-07 08:15:35,2021-06-07 08:24:28,70:fd:46:b1:1f:32,-95,1,-22.824246,-47.062905,-22.829531,-47.063895,30,370,533,2021-06-07 08:15:35,0.5963604384295834
23507,617.0,2021-06-07 08:28:17,2021-06-07 08:32:22,30:cb:f8:6d:e7:cf,-84,13,-22.821728,-47.069823,-22.812729,-47.067809000000004,102,560,245,2021-06-07 08:28:17,1.0217140638027418
24250,617.0,2021-06-07 09:03:31,2021-06-07 09:04:49,d4:63:c6:87:3b:b2,-86,1,-22.828979999999998,-47.06582,-22.825254,-47.065528,62,51,78,2021-06-07 09:03:31,0.4153922457339993
24351,617.0,2021-06-07 09:06:20,2021-06-07 09:08:37,30:cb:f8:20:a9:fb,-66,1,-22.824462,-47.067546,-22.818610999999997,-47.072205,207,151,137,2021-06-07 09:06:20,0.8070270082799592
24524,617.0,2021-06-07 09:14:15,2021-06-07 09:18:57,36:21:93:df:88:23,-94,9,-22.820687,-47.066485,-22.818132000000002,-47.061640999999995,33,324,282,2021-06-07 09:14:15,0.5720128243221224
25409,617.0,2021-06-07 11:12:13,2021-06-07 11:19:05,76:73:35:1d:92:ac,-74,1,-22.829513000000002,-47.063899,-22.816529,-47.072678,188,32,412,2021-06-07 11:12:13,1.70117339690509
25436,617.0,2021-06-07 11:12:33,2021-06-07 11:16:34,2a:f0:2d:a7:4d:29,-87,9,-22.829508999999998,-47.064097,-22.822857,-47.068919,30,44,241,2021-06-07 11:12:33,0.8895712495165525
25803,617.0,2021-06-07 11:16:20,2021-06-07 11:18:23,8c:f1:12:49:19:6f,-90,1,-22.823634,-47.068360999999996,-22.81839,-47.072146000000004,48,198,123,2021-06-07 11:16:20,0.7003583146691486
25966,617.0,2021-06-07 11:19:15,2021-06-07 11:31:36,5a:1e:db:e7:30:30,-55,6,-22.816461,-47.072687,-22.824892000000002,-47.065531,60,258,741,2021-06-07 11:19:15,1.190291363869434
26020,617.0,2021-06-07 11:20:52,2021-06-07 11:28:49,c8:d7:b0:fb:c0:f2,-91,6,-22.813036999999998,-47.067983,-22.818156,-47.061456,72,285,477,2021-06-07 11:20:52,0.8783719634656248
26319,617.0,2021-06-07 11:31:21,2021-06-07 11:35:06,68:7d:6b:02:23:d7,-90,6,-22.824564000000002,-47.064719000000004,-22.829667,-47.061244,242,456,225,2021-06-07 11:31:21,0.6699332642166699
26321,617.0,2021-06-07 11:31:24,2021-06-07 11:34:31,b2:80:78:51:32:c6,-95,6,-22.824679999999997,-47.065007,-22.829878,-47.061966999999996,198,458,187,2021-06-07 11:31:24,0.6566148407405712
26452,617.0,2021-06-07 11:55:29,2021-06-07 12:03:51,b2:07:57:88:63:eb,-61,1,-22.829521,-47.063819,-22.81264,-47.067768,205,34,502,2021-06-07 11:55:29,1.9202229623953069
26520,617.0,2021-06-07 11:57:01,2021-06-07 12:02:14,58:d9:c3:41:dc:54,-92,1,-22.826278,-47.067329,-22.816544,-47.072676,54,102,313,2021-06-07 11:57:01,1.2131997547864737
26623,617.0,2021-06-07 11:58:28,2021-06-07 12:01:18,38:80:df:e1:7c:ac,-94,6,-22.825242000000003,-47.066311,-22.818506,-47.072156,119,205,170,2021-06-07 11:58:28,0.959105389925414
26759,617.0,2021-06-07 12:01:46,2021-06-07 12:11:06,5a:ae:ef:87:15:4d,-91,12,-22.817242,-47.072634,-22.818346,-47.063659,159,339,560,2021-06-07 12:01:46,0.9280320971478855
27723,617.0,2021-06-07 12:36:08,2021-06-07 12:41:31,02:00:00:00:00:00,-91,11,-22.829641,-47.061478,-22.82228,-47.069489000000004,101,13,323,2021-06-07 12:36:08,1.1593250276577214
27829,617.0,2021-06-07 12:38:55,2021-06-07 12:43:00,04:c8:07:92:42:0c,-47,1,-22.825914,-47.066887,-22.817708,-47.072609,148,119,245,2021-06-07 12:38:55,1.084674281963746
27994,617.0,2021-06-07 12:43:10,2021-06-07 12:45:47,82:62:7e:93:4f:f1,-87,1,-22.817276,-47.07266,-22.812538,-47.067545,108,282,157,2021-06-07 12:43:10,0.7432467188064468
28123,617.0,2021-06-07 12:49:15,2021-06-07 12:53:06,70:fd:46:65:2f:9e,-82,4,-22.820229,-47.065794,-22.818186999999998,-47.062883,169,411,231,2021-06-07 12:49:15,0.3749293002354477
28308,617.0,2021-06-07 12:57:43,2021-06-07 12:59:14,7e:d2:a0:f6:9a:96,-92,1,-22.829221,-47.06564,-22.83134,-47.062308,79,596,91,2021-06-07 12:57:43,0.414878191253066
29645,617.0,2021-06-07 14:40:27,2021-06-07 14:42:33,24:46:c8:e8:cc:a4,-80,1,-22.825457999999998,-47.066004,-22.821748,-47.069646999999996,36,108,126,2021-06-07 14:40:27,0.5564054479650616
29655,617.0,2021-06-07 14:40:38,2021-06-07 14:42:51,58:d9:c3:7e:1d:58,-66,6,-22.825285,-47.065711,-22.821191,-47.070488,150,118,133,2021-06-07 14:40:38,0.66853261289398
29954,617.0,2021-06-07 14:56:18,2021-06-07 14:58:30,50:3d:c6:79:8b:58,-95,4,-22.824355999999998,-47.064246000000004,-22.831194,-47.063727,47,415,132,2021-06-07 14:56:18,0.7622101337563857
30052,617.0,2021-06-07 15:06:56,2021-06-07 15:10:33,12:92:51:b4:c5:18,-94,1,-22.829543,-47.063078999999995,-22.823207,-47.068653000000005,145,11,217,2021-06-07 15:06:56,0.907030868494805
30298,617.0,2021-06-07 15:15:03,2021-06-07 15:18:16,58:d9:c3:98:e3:12,-52,5,-22.812579,-47.067714,-22.821279,-47.067882,194,255,193,2021-06-07 15:15:03,0.9675504286237034
30317,617.0,2021-06-07 15:16:22,2021-06-07 15:25:41,8a:25:c6:af:8d:22,-56,1,-22.815502,-47.065612,-22.824371,-47.064265,129,273,559,2021-06-07 15:16:22,0.9958055031832669
30641,617.0,2021-06-07 15:44:22,2021-06-07 15:47:09,f4:f5:24:24:b9:6b,-89,6,-22.825708,-47.066478000000004,-22.82157,-47.070181,233,91,167,2021-06-07 15:44:22,0.5964459928859225
30857,617.0,2021-06-07 15:52:04,2021-06-07 15:56:50,50:92:b9:d5:07:1a,-89,1,-22.814989,-47.062734000000006,-22.824896,-47.065509999999996,91,307,286,2021-06-07 15:52:04,1.1377581695478467
34777,617.0,2021-06-08 07:20:29,2021-06-08 07:30:49,0c:cb:85:be:04:42,-85,1,-22.816988000000002,-47.072722999999996,-22.818099,-47.060938,208,528,620,2021-06-08 07:20:29,1.2141863314303643
34894,617.0,2021-06-08 07:32:59,2021-06-08 07:35:19,98:39:8e:3e:81:35,-94,11,-22.824035000000002,-47.063487,-22.83116,-47.063752,157,645,140,2021-06-08 07:32:59,0.7927303096648939
36714,617.0,2021-06-08 09:00:45,2021-06-08 09:05:44,86:0e:12:b2:a3:11,-91,6,-22.827008,-47.061265,-22.82527,-47.066286,124,8,299,2021-06-08 09:00:45,0.5496800791979997
37050,617.0,2021-06-08 09:14:52,2021-06-08 09:15:54,dc:bf:e9:c3:31:be,-95,11,-22.818735,-47.06435,-22.814409,-47.064253,33,344,62,2021-06-08 09:14:52,0.48113264617553986
37141,617.0,2021-06-08 09:21:57,2021-06-08 09:23:41,60:1d:91:0c:b1:00,-87,6,-22.825826,-47.067184000000005,-22.831905,-47.062353,114,435,104,2021-06-08 09:21:57,0.8378804545260817
38213,617.0,2021-06-08 11:15:35,2021-06-08 11:19:54,f0:b5:d1:5d:08:6e,-90,11,-22.829649,-47.061248,-22.823926,-47.068102,82,9,259,2021-06-08 11:15:35,0.9478351115183372
38219,617.0,2021-06-08 11:15:53,2021-06-08 11:19:53,8a:62:c8:e6:67:66,-94,4,-22.829434,-47.062115999999996,-22.824001000000003,-47.068037,46,15,240,2021-06-08 11:15:53,0.8562700377621227
38302,617.0,2021-06-08 11:18:46,2021-06-08 11:20:31,3e:10:91:4c:22:7d,-94,6,-22.824815,-47.065373,-22.821829,-47.069522,118,98,105,2021-06-08 11:18:46,0.5395008471168203
38371,617.0,2021-06-08 11:20:57,2021-06-08 11:26:35,58:b6:33:bb:f6:18,-94,1,-22.82082,-47.070898,-22.819349,-47.067074,31,167,338,2021-06-08 11:20:57,0.4246901797195179
38393,617.0,2021-06-08 11:21:49,2021-06-08 11:33:05,68:7d:6b:de:79:2f,-89,1,-22.817733,-47.072621000000005,-22.820557,-47.060437,74,189,676,2021-06-08 11:21:49,1.2876414921380899
38426,617.0,2021-06-08 11:23:13,2021-06-08 11:34:49,30:cb:f8:19:ef:65,-70,1,-22.815291000000002,-47.072514,-22.825201,-47.066102,182,222,696,2021-06-08 11:23:13,1.2830268229660593
38451,617.0,2021-06-08 11:24:35,2021-06-08 11:31:45,f4:f5:24:bf:0a:94,-66,5,-22.812602,-47.067132,-22.818118,-47.06134,47,247,430,2021-06-08 11:24:35,0.8535941311395254
38861,617.0,2021-06-08 12:00:34,2021-06-08 12:08:14,08:c5:e1:ef:4b:32,-79,1,-22.824509,-47.067609000000004,-22.817985,-47.066265,86,203,460,2021-06-08 12:00:34,0.7383987880729602
38873,617.0,2021-06-08 12:01:00,2021-06-08 12:07:03,8c:e5:c0:af:d5:70,-47,1,-22.824123999999998,-47.067938,-22.815071,-47.064434999999996,199,215,363,2021-06-08 12:01:00,1.0687582757644876
38892,617.0,2021-06-08 12:01:48,2021-06-08 12:03:19,f2:7c:7b:e2:7a:40,-91,6,-22.821764,-47.069626,-22.817216000000002,-47.072666,121,234,91,2021-06-08 12:01:48,0.593992644566078
39060,617.0,2021-06-08 12:09:48,2021-06-08 12:19:46,a0:4f:85:d4:dd:04,-89,1,-22.820416,-47.066062,-22.829818,-47.060016,162,401,598,2021-06-08 12:09:48,1.2152914967050965
39090,617.0,2021-06-08 12:11:19,2021-06-08 12:13:36,16:99:f2:d8:48:d6,-92,1,-22.815273,-47.06382,-22.818391000000002,-47.06393,32,432,137,2021-06-08 12:11:19,0.3468895235411224
40984,617.0,2021-06-08 13:10:55,2021-06-08 13:16:14,02:00:00:00:00:00,-91,4,-22.829452,-47.064837,-22.819657,-47.071944,37,39,319,2021-06-08 13:10:55,1.310268218304332
41046,617.0,2021-06-08 13:11:57,2021-06-08 13:15:54,06:33:04:67:26:62,-46,1,-22.827899,-47.066815999999996,-22.821310999999998,-47.070465999999996,193,101,237,2021-06-08 13:11:57,0.8225395321077
41086,617.0,2021-06-08 13:12:49,2021-06-08 13:17:51,50:92:b9:b5:cc:06,-86,6,-22.82571,-47.066421999999996,-22.81581,-47.072645,181,141,302,2021-06-08 13:12:49,1.2722501722100388
41145,617.0,2021-06-08 13:13:59,2021-06-08 13:15:49,50:92:b9:a9:09:5e,-87,6,-22.825309,-47.066584000000006,-22.821594,-47.070237,186,200,110,2021-06-08 13:13:59,0.5575058121889268
41227,617.0,2021-06-08 13:16:36,2021-06-08 13:17:55,0c:f4:d5:55:84:e8,-92,1,-22.818972,-47.072368,-22.815481,-47.072563,60,282,79,2021-06-08 13:16:36,0.38869619956333246
41313,617.0,2021-06-08 13:20:44,2021-06-08 13:32:32,68:7d:6b:52:05:25,-54,1,-22.815115,-47.064723,-22.830548,-47.062139,86,368,708,2021-06-08 13:20:44,1.7363885671041945
41483,617.0,2021-06-08 13:30:05,2021-06-08 13:31:26,c2:fd:56:9e:5a:2f,-91,1,-22.825464,-47.066567,-22.83032,-47.064533000000004,114,538,81,2021-06-08 13:30:05,0.5788041192945025
42117,617.0,2021-06-08 14:03:10,2021-06-08 14:17:19,a0:4f:85:d4:dd:04,-83,1,-22.826937,-47.061323,-22.820798999999997,-47.068134,234,1,849,2021-06-08 14:03:10,0.9762692818373325
42118,617.0,2021-06-08 14:03:20,2021-06-08 14:05:32,e0:10:7f:ad:d3:48,-92,6,-22.826454000000002,-47.061595000000004,-22.829551000000002,-47.063812,39,2,132,2021-06-08 14:03:20,0.4125725619073015
42182,617.0,2021-06-08 14:06:27,2021-06-08 14:09:38,68:7d:6b:32:0f:03,-51,1,-22.827925,-47.066812,-22.823392000000002,-47.068521999999994,117,66,191,2021-06-08 14:06:27,0.5336454033759094
42214,617.0,2021-06-08 14:07:27,2021-06-08 14:14:16,68:7d:6b:52:05:25,-58,2,-22.825469000000002,-47.066002000000005,-22.812542,-47.067459,62,98,409,2021-06-08 14:07:27,1.4451548931526519
42381,617.0,2021-06-08 14:13:58,2021-06-08 14:19:32,90:73:5a:47:f8:4e,-73,11,-22.812707999999997,-47.067807,-22.815960999999998,-47.063615999999996,35,265,334,2021-06-08 14:13:58,0.5615706132015023
42516,617.0,2021-06-08 14:22:54,2021-06-08 14:28:42,50:92:b9:02:b9:28,-78,11,-22.818158,-47.059629,-22.831417000000002,-47.0633,176,400,348,2021-06-08 14:22:54,1.5215837027294783
42613,617.0,2021-06-08 14:27:35,2021-06-08 14:28:36,88:79:7e:3c:12:69,-96,6,-22.82874,-47.066161,-22.831196,-47.063693,171,497,61,2021-06-08 14:27:35,0.3722296413625408
43126,617.0,2021-06-08 14:35:26,2021-06-08 14:37:28,c8:c7:50:45:36:3c,-91,2,-22.828688,-47.066091,-22.82532,-47.066525,130,42,122,2021-06-08 14:35:26,0.3771371169393131
43812,617.0,2021-06-08 15:15:45,2021-06-08 15:22:47,8a:25:c6:af:8d:22,-56,6,-22.819298,-47.066975,-22.821606,-47.060784000000005,218,260,422,2021-06-08 15:15:45,0.6844582659122691
44718,617.0,2021-06-08 15:47:22,2021-06-08 16:01:32,30:4b:07:ce:9a:01,-92,6,-22.825295999999998,-47.066383,-22.822834,-47.06188,37,131,850,2021-06-08 15:47:22,0.5365943353099808
44868,617.0,2021-06-08 15:53:28,2021-06-08 15:59:20,bc:98:df:d5:e9:be,-83,6,-22.814988,-47.064262,-22.818153,-47.064111,47,281,352,2021-06-08 15:53:28,0.35227256541748325
44962,617.0,2021-06-08 15:58:02,2021-06-08 16:02:48,50:92:b9:d5:07:1a,-95,6,-22.814944,-47.062748,-22.82498,-47.065682,177,375,286,2021-06-08 15:58:02,1.1557593637136334
45036,617.0,2021-06-08 16:02:48,2021-06-08 16:04:04,0e:c9:be:5e:00:37,-96,11,-22.82498,-47.065682,-22.828552,-47.066255,249,449,76,2021-06-08 16:02:48,0.40150661558554096
45620,617.0,2021-06-08 16:44:52,2021-06-08 16:46:06,e0:10:7f:6d:d3:48,-84,6,-22.828975,-47.060522999999996,-22.829515,-47.063921,30,7,74,2021-06-08 16:44:52,0.3533815150145793
45870,617.0,2021-06-08 16:56:28,2021-06-08 17:04:39,f0:d7:aa:05:66:18,-64,12,-22.819484,-47.067211,-22.831529,-47.062256,201,257,491,2021-06-08 16:56:28,1.4323864381005413
45985,617.0,2021-06-08 17:02:44,2021-06-08 17:04:33,3e:2e:81:d0:8a:f8,-91,6,-22.826565,-47.067681,-22.831795,-47.062146000000006,164,372,109,2021-06-08 17:02:44,0.8123893158120403
49809,617.0,2021-06-09 07:56:57,2021-06-09 07:59:53,d0:77:14:6f:e8:3f,-82,1,-22.829322,-47.065366999999995,-22.825114000000003,-47.066031,184,69,176,2021-06-09 07:56:57,0.472831523681245
50052,617.0,2021-06-09 08:06:06,2021-06-09 08:19:46,98:b8:ba:9c:b7:3c,-82,6,-22.814159,-47.064528,-22.827686,-47.061040000000006,30,312,820,2021-06-09 08:06:06,1.5460344511056543
