,device_id,timestampI,timestampF,MAC,RSSI,channel,latitudeI,longitudeI,latitudeF,longitudeF,cnt_pckg,id,duration,ts_sort,distancias
37572,617.0,2021-08-04 15:29:43,2021-08-04 15:31:22,02:78:06:01:3a:a8,-85,7,-22.827337,-47.067453,-22.831705,-47.062775,40,489,99,2021-08-04 15:29:43,0.6824589487855305
38198,617.0,2021-08-04 15:40:31,2021-08-04 15:41:47,48:90:2f:e0:2d:ba,-63,1,-22.827555,-47.061063,-22.829557,-47.063148,243,0,76,2021-08-04 15:40:31,0.30857115046440836
38202,617.0,2021-08-04 15:40:38,2021-08-04 15:47:29,50:3d:c6:7c:89:98,-56,1,-22.827986,-47.060916,-22.818439,-47.072111,177,4,411,2021-08-04 15:40:38,1.5631380326691666
38273,617.0,2021-08-04 15:43:25,2021-08-04 15:46:33,f4:f5:24:24:b9:6b,-92,6,-22.825834,-47.066789,-22.821166,-47.070568,75,75,188,2021-08-04 15:43:25,0.6476323400970377
38398,617.0,2021-08-04 15:47:43,2021-08-04 15:49:04,bc:98:df:b7:0e:a0,-88,1,-22.818274,-47.072127,-22.814010999999997,-47.071304,33,199,81,2021-08-04 15:47:43,0.48147146496445115
38486,617.0,2021-08-04 15:51:43,2021-08-04 15:53:39,dc:b7:2e:aa:de:33,-92,4,-22.816448,-47.066207,-22.821313,-47.067781,126,287,116,2021-08-04 15:51:43,0.5645062124496447
38490,617.0,2021-08-04 15:51:54,2021-08-04 15:58:17,a8:16:d0:33:9e:59,-94,11,-22.816934,-47.066167,-22.818036,-47.063192,76,291,383,2021-08-04 15:51:54,0.32861890302108343
38559,617.0,2021-08-04 15:54:10,2021-08-04 15:58:23,c8:c7:50:cd:bd:e8,-93,1,-22.820307,-47.065925,-22.818061,-47.063526,41,360,253,2021-08-04 15:54:10,0.35046902171343897
38613,617.0,2021-08-04 15:56:44,2021-08-04 16:02:07,50:92:b9:d5:07:1a,-95,11,-22.814659,-47.062909000000005,-22.824151,-47.063747,33,414,323,2021-08-04 15:56:44,1.0589525161921491
38651,617.0,2021-08-04 15:59:52,2021-08-04 16:03:02,c0:8c:71:bd:78:ec,-51,11,-22.818076,-47.060659,-22.825109,-47.065912,38,452,190,2021-08-04 15:59:52,0.9494387814252815
68153,617.0,2021-08-11 07:57:03,2021-08-11 07:59:33,a8:9c:ed:26:a4:d5,-88,1,-22.825874,-47.066782,-22.823349,-47.068575,39,120,150,2021-08-11 07:57:03,0.3355571731158354
68439,617.0,2021-08-11 08:16:03,2021-08-11 08:20:20,d8:ce:3a:47:2d:cf,-93,11,-22.823857999999998,-47.063029,-22.829677,-47.06081,75,417,257,2021-08-11 08:16:03,0.6858461231240154
69825,617.0,2021-08-11 09:06:49,2021-08-11 09:17:55,9c:bc:f0:69:47:96,-87,13,-22.827927,-47.066815999999996,-22.821209,-47.06747,39,90,666,2021-08-11 09:06:49,0.7500096169466172
69889,617.0,2021-08-11 09:09:03,2021-08-11 09:12:30,bc:ff:eb:4f:ad:b0,-90,1,-22.824969,-47.067103,-22.816579,-47.072684,77,154,207,2021-08-11 09:09:03,1.0943212403005098
70005,617.0,2021-08-11 09:13:36,2021-08-11 09:26:23,02:00:00:00:00:00,-95,1,-22.813742,-47.069759999999995,-22.825855999999998,-47.067314,43,270,767,2021-08-11 09:13:36,1.3701471585895637
70122,617.0,2021-08-11 09:20:57,2021-08-11 09:22:24,ba:bd:e0:d8:33:9b,-89,11,-22.814626999999998,-47.062899,-22.818368,-47.06375,104,387,87,2021-08-11 09:20:57,0.4250268261491886
71642,617.0,2021-08-11 11:10:41,2021-08-11 11:11:41,2a:e4:44:8d:7e:8a,-90,3,-22.829566,-47.062734999999996,-22.828837,-47.065927,80,37,60,2021-08-11 11:10:41,0.33702471774997467
71646,617.0,2021-08-11 11:10:44,2021-08-11 11:16:27,40:b0:76:88:98:f3,-91,11,-22.82955,-47.062964,-22.822243,-47.069578,126,41,343,2021-08-11 11:10:44,1.0581308834386367
71699,617.0,2021-08-11 11:12:40,2021-08-11 11:27:34,a8:96:75:0e:7e:9a,-90,1,-22.825817,-47.066613000000004,-22.813471,-47.063555,169,94,894,2021-08-11 11:12:40,1.4081376783502204
71706,617.0,2021-08-11 11:12:54,2021-08-11 11:21:50,f0:d7:aa:55:50:94,-52,1,-22.82565,-47.066239,-22.814918,-47.064147999999996,134,101,536,2021-08-11 11:12:54,1.2124365055533195
71871,617.0,2021-08-11 11:18:08,2021-08-11 11:27:29,7c:8b:b5:e5:85:13,-91,1,-22.817394,-47.072691999999996,-22.813197,-47.06384,72,266,561,2021-08-11 11:18:08,1.0202770496893938
71879,617.0,2021-08-11 11:18:20,2021-08-11 11:28:33,44:80:eb:ff:ce:c0,-90,11,-22.817145999999997,-47.072707,-22.816242000000003,-47.062503,56,274,613,2021-08-11 11:18:20,1.0506692527398585
72820,617.0,2021-08-11 11:58:28,2021-08-11 12:04:59,d0:17:c2:91:34:9e,-93,1,-22.829582000000002,-47.062957,-22.819561,-47.07202,210,32,391,2021-08-11 11:58:28,1.4506535486178735
72922,617.0,2021-08-11 12:01:19,2021-08-11 12:04:11,00:0a:f5:02:e0:c0,-92,11,-22.825409,-47.065921,-22.82215,-47.06951,45,134,172,2021-08-11 12:01:19,0.5163556938188867
73043,617.0,2021-08-11 12:05:00,2021-08-11 12:10:00,d8:9a:34:1d:ae:f9,-87,1,-22.819497,-47.072064000000005,-22.815345999999998,-47.065088,144,255,300,2021-08-11 12:05:00,0.8510378037928138
73084,617.0,2021-08-11 12:06:11,2021-08-11 12:19:44,c8:d7:b0:fb:c0:f2,-87,1,-22.817419,-47.072666,-22.820370999999998,-47.06035,143,296,813,2021-08-11 12:06:11,1.3042775164781997
73097,617.0,2021-08-11 12:06:24,2021-08-11 12:17:13,a8:16:d0:df:1d:75,-82,6,-22.81683,-47.072714000000005,-22.817892,-47.062643,173,309,649,2021-08-11 12:06:24,1.0389458749821299
73216,617.0,2021-08-11 12:11:38,2021-08-11 12:14:51,c0:8c:71:c2:22:0e,-83,6,-22.819282,-47.067046999999995,-22.816551999999998,-47.063601,145,427,193,2021-08-11 12:11:38,0.4657192686342684
73251,617.0,2021-08-11 12:12:58,2021-08-11 12:24:55,f4:f5:24:bf:0a:94,-71,6,-22.820934,-47.068037,-22.830993,-47.062282,106,462,717,2021-08-11 12:12:58,1.2644948822662967
73450,617.0,2021-08-11 12:23:13,2021-08-11 12:24:45,80:58:f8:07:28:e4,-92,6,-22.828138,-47.066672,-22.831639000000003,-47.062215,34,661,92,2021-08-11 12:23:13,0.6001586038697848
75222,617.0,2021-08-11 14:03:49,2021-08-11 14:10:06,b0:f1:ec:cd:07:aa,-91,12,-22.825308,-47.066359999999996,-22.812586,-47.067036,91,112,377,2021-08-11 14:03:49,1.4163194968960602
75331,617.0,2021-08-11 14:07:47,2021-08-11 14:09:30,48:49:c7:d5:a4:be,-65,6,-22.816463,-47.072681,-22.812714,-47.067786,178,221,103,2021-08-11 14:07:47,0.652303729368285
75487,617.0,2021-08-11 14:14:08,2021-08-11 14:15:12,64:a2:00:88:4a:02,-89,11,-22.820401999999998,-47.066009,-22.818315,-47.063783,57,377,64,2021-08-11 14:14:08,0.32543046351899896
77104,617.0,2021-08-11 15:18:07,2021-08-11 15:30:43,8a:25:c6:af:8d:22,-93,11,-22.815351999999997,-47.065145,-22.825678,-47.066771,89,270,756,2021-08-11 15:18:07,1.1602312762473477
