,device_id,timestampI,timestampF,MAC,RSSI,channel,latitudeI,longitudeI,latitudeF,longitudeF,cnt_pckg,id,duration,ts_sort,distancias
107353,,2021-08-16 12:06:53,2021-08-16 12:10:38,d8:ce:3a:65:71:df,-93,6,-22.828492,-47.066251,-22.8228,-47.06893,114,332,225,2021-08-16 12:06:53,0.6899100924943457
107384,,2021-08-16 12:08:01,2021-08-16 12:10:55,f4:f5:24:26:8d:c7,-92,11,-22.825579,-47.066097,-22.822313,-47.069409,232,363,174,2021-08-16 12:08:01,0.497100153753383
107478,,2021-08-16 12:11:27,2021-08-16 12:23:54,d8:ce:3a:f5:22:e0,-41,1,-22.821465,-47.068119,-22.816508,-47.072851,239,457,747,2021-08-16 12:11:27,0.7341892692142027
107499,,2021-08-16 12:12:29,2021-08-16 12:16:58,48:90:2f:db:fe:44,-67,1,-22.819963,-47.06541,-22.813198999999997,-47.062878000000005,44,478,269,2021-08-16 12:12:29,0.7956368242441043
108572,,2021-08-16 13:42:27,2021-08-16 13:44:32,8c:f1:12:19:7d:0d,-90,1,-22.824761,-47.065278,-22.828774,-47.066155,65,209,125,2021-08-16 13:42:27,0.45518792753920856
108617,,2021-08-16 13:43:13,2021-08-16 13:45:13,18:87:40:7b:5a:51,-88,6,-22.825703,-47.066994,-22.831111,-47.063834,128,254,120,2021-08-16 13:43:13,0.6830039947850562
108624,,2021-08-16 13:43:26,2021-08-16 13:45:26,58:d9:c3:7c:67:89,-89,5,-22.826344,-47.06771,-22.831509,-47.063188000000004,53,261,120,2021-08-16 13:43:26,0.7379837006026064
108628,,2021-08-16 13:43:30,2021-08-16 13:45:03,3e:bc:f8:af:9e:75,-92,6,-22.82667,-47.067702000000004,-22.830229,-47.064693,165,265,93,2021-08-16 13:43:30,0.5017068808580614
118232,,2021-08-17 08:38:31,2021-08-17 08:47:53,68:7d:6b:93:46:57,-91,6,-22.818373,-47.063852000000004,-22.816235,-47.066262,244,537,562,2021-08-17 08:38:31,0.3428290155474872
120116,,2021-08-17 11:06:48,2021-08-17 11:14:04,dc:bf:e9:42:33:9f,-64,1,-22.815462,-47.072524,-22.828744,-47.066221999999996,115,7,436,2021-08-17 11:06:48,1.6119521335335785
120219,,2021-08-17 11:11:59,2021-08-17 11:17:54,f2:47:08:7b:bd:1f,-80,6,-22.824789000000003,-47.065366999999995,-22.827696,-47.067012,108,109,355,2021-08-17 11:11:59,0.3645677658119042
121605,,2021-08-17 11:31:49,2021-08-17 11:33:35,2e:17:ac:01:f2:60,-88,1,-22.818416,-47.066278999999994,-22.813774,-47.070027,42,527,106,2021-08-17 11:31:49,0.6434281735314745
122922,,2021-08-17 12:50:19,2021-08-17 12:58:49,a8:96:75:a4:f3:e2,-89,1,-22.820712,-47.068163,-22.825606,-47.066226,37,82,510,2021-08-17 12:50:19,0.5792686772806908
123009,,2021-08-17 12:52:43,2021-08-17 13:01:53,8c:f7:10:a6:cd:15,-88,6,-22.825264999999998,-47.066353,-22.822255,-47.069479,51,166,550,2021-08-17 12:52:43,0.4633200684344845
123350,,2021-08-17 13:02:39,2021-08-17 13:03:49,58:b6:33:bb:0b:c8,-87,1,-22.82124,-47.067575,-22.818091,-47.063769,31,494,70,2021-08-17 13:02:39,0.5241878054613189
125356,,2021-08-17 16:12:32,2021-08-17 16:19:40,f4:60:e2:fe:3e:80,-60,1,-22.820721,-47.068176,-22.829105,-47.065666,128,72,428,2021-08-17 16:12:32,0.967100136637273
125432,,2021-08-17 16:15:34,2021-08-17 16:17:22,a0:4f:85:d7:92:1e,-92,11,-22.826331,-47.067705,-22.831909,-47.062259000000005,136,148,108,2021-08-17 16:15:34,0.8343958710269438
125433,,2021-08-17 16:15:35,2021-08-17 16:17:10,68:7d:6b:69:0e:03,-90,1,-22.826401999999998,-47.067702000000004,-22.831717,-47.062785999999996,32,149,95,2021-08-17 16:15:35,0.7766034505872991
125446,,2021-08-17 16:15:54,2021-08-17 16:21:29,70:fd:46:b7:b6:c0,-83,1,-22.827803,-47.067008,-22.825349,-47.065759,140,162,335,2021-08-17 16:15:54,0.3014050701660008
125552,,2021-08-17 16:20:01,2021-08-17 16:21:33,bc:98:df:8a:54:83,-89,6,-22.82845,-47.066326000000004,-22.825253,-47.065545,59,268,92,2021-08-17 16:20:01,0.3643903471081886
128384,,2021-08-18 07:34:51,2021-08-18 07:43:23,00:16:98:29:7c:44,-92,1,-22.818752,-47.066657,-22.827920000000002,-47.066790999999995,113,38,512,2021-08-18 07:34:51,1.01952899840296
128548,,2021-08-18 07:41:42,2021-08-18 07:44:46,d4:c9:4b:2e:ce:6a,-92,7,-22.829584,-47.06239,-22.824846,-47.065357,69,202,184,2021-08-18 07:41:42,0.6082970432709441
128602,,2021-08-18 07:44:41,2021-08-18 07:48:05,02:00:00:00:00:00,-92,1,-22.82491,-47.065241,-22.82131,-47.067809000000004,34,259,204,2021-08-18 07:44:41,0.4790742848467726
128630,,2021-08-18 07:45:57,2021-08-18 07:50:01,f6:db:1b:18:60:71,-62,1,-22.824233,-47.067735,-22.815219,-47.063815999999996,95,284,244,2021-08-18 07:45:57,1.0797987482710807
131130,,2021-08-18 09:09:45,2021-08-18 09:18:57,90:73:5a:24:ec:e6,-93,5,-22.816348,-47.07267,-22.831574,-47.063064000000004,214,77,552,2021-08-18 09:09:45,1.9584920224310565
131261,,2021-08-18 11:06:09,2021-08-18 11:12:01,50:92:b9:6d:df:78,-77,11,-22.815898999999998,-47.072627000000004,-22.824875,-47.065515000000005,66,1,352,2021-08-18 11:06:09,1.2359204904606078
131271,,2021-08-18 11:06:20,2021-08-18 11:09:47,8a:62:c8:e6:67:66,-51,1,-22.815303,-47.072478000000004,-22.821226,-47.067419,210,10,207,2021-08-18 11:06:20,0.8382239523069466
131276,,2021-08-18 11:06:49,2021-08-18 11:13:34,dc:bf:e9:42:33:9f,-55,6,-22.814055,-47.071375,-22.828215,-47.066652000000005,118,16,405,2021-08-18 11:06:49,1.6472517531192856
131342,,2021-08-18 11:09:59,2021-08-18 11:20:25,30:07:4d:6f:3f:f6,-69,1,-22.821202,-47.067371,-22.825308,-47.066567,56,82,626,2021-08-18 11:09:59,0.46394331043179426
131380,,2021-08-18 11:11:57,2021-08-18 11:21:53,36:25:ce:1d:0c:c8,-91,6,-22.824838,-47.065446,-22.822343,-47.0694,38,120,596,2021-08-18 11:11:57,0.4911096721405551
131740,,2021-08-18 11:29:49,2021-08-18 11:33:22,78:23:27:59:2e:d2,-68,1,-22.815549,-47.062626,-22.813786,-47.069191,248,480,213,2021-08-18 11:29:49,0.7008587222151885
132506,,2021-08-18 11:57:34,2021-08-18 11:59:40,98:39:8e:c5:1c:1b,-50,6,-22.816015,-47.072635,-22.817623,-47.066195,126,0,126,2021-08-18 11:57:34,0.6838501225848775
132508,,2021-08-18 11:57:35,2021-08-18 12:05:22,26:83:0e:fb:3d:56,-45,6,-22.815936999999998,-47.072632,-22.831262,-47.06367,151,2,467,2021-08-18 11:57:35,1.9358430723125517
132537,,2021-08-18 11:59:07,2021-08-18 12:00:50,a8:16:d0:03:90:95,-89,11,-22.815082,-47.066927,-22.821212,-47.067919,224,31,103,2021-08-18 11:59:07,0.6891670315768805
132582,,2021-08-18 12:01:00,2021-08-18 12:13:44,58:b6:33:bb:0b:c8,-89,1,-22.8213,-47.067873999999996,-22.819026,-47.064493,33,76,764,2021-08-18 12:01:00,0.4289704366290937
132583,,2021-08-18 12:01:08,2021-08-18 12:10:06,8a:7e:9e:3e:cb:20,-90,6,-22.821302,-47.067634999999996,-22.825298,-47.066474,100,77,538,2021-08-18 12:01:08,0.45999202189070554
132643,,2021-08-18 12:03:29,2021-08-18 12:05:05,50:92:b9:8c:db:28,-90,13,-22.825841,-47.067196,-22.82986,-47.065073999999996,42,137,96,2021-08-18 12:03:29,0.49699959180845776
132704,,2021-08-18 12:05:15,2021-08-18 12:10:55,10:f1:f2:58:c7:b4,-96,3,-22.830695000000002,-47.064273,-22.824306,-47.067751,37,198,340,2021-08-18 12:05:15,0.7948320938493922
136392,,2021-08-18 13:53:22,2021-08-18 13:57:44,68:7d:6b:52:05:25,-51,1,-22.814127,-47.059197999999995,-22.818776999999997,-47.064549,109,542,262,2021-08-18 13:53:22,0.7537519507109375
146076,,2021-08-19 11:05:27,2021-08-19 11:13:39,50:92:b9:6d:df:78,-75,1,-22.816005999999998,-47.072665,-22.828629,-47.066288,94,0,492,2021-08-19 11:05:27,1.548321805241605
146080,,2021-08-19 11:05:29,2021-08-19 11:11:24,50:92:b9:02:a0:5c,-52,11,-22.815829,-47.072644,-22.824466,-47.064794,32,4,355,2021-08-19 11:05:29,1.2528633163316094
146081,,2021-08-19 11:05:29,2021-08-19 11:08:17,30:4b:07:ce:9a:01,-57,11,-22.815829,-47.072644,-22.81833,-47.066410999999995,109,5,168,2021-08-19 11:05:29,0.6967499187655289
146082,,2021-08-19 11:05:29,2021-08-19 11:09:27,8c:f1:12:ef:80:3f,-63,11,-22.815829,-47.072644,-22.821195,-47.067926,170,6,238,2021-08-19 11:05:29,0.7680164933303283
146083,,2021-08-19 11:05:29,2021-08-19 11:09:33,64:db:43:dc:21:21,-43,11,-22.815829,-47.072644,-22.821281,-47.067849,93,7,244,2021-08-19 11:05:29,0.7804146791026486
146085,,2021-08-19 11:05:30,2021-08-19 11:09:22,38:9a:f6:05:8a:05,-55,6,-22.815739,-47.072631,-22.820977,-47.068037,58,9,232,2021-08-19 11:05:30,0.7489578378981567
146094,,2021-08-19 11:05:40,2021-08-19 11:14:07,dc:bf:e9:42:33:9f,-60,2,-22.815281,-47.072493,-22.828782,-47.066165000000005,104,18,507,2021-08-19 11:05:40,1.6353477547968702
146326,,2021-08-19 11:13:45,2021-08-19 11:18:53,d0:9c:7a:d4:46:ed,-93,6,-22.828741,-47.066192,-22.824969,-47.065668,73,250,308,2021-08-19 11:13:45,0.4228518842635323
146379,,2021-08-19 11:16:50,2021-08-19 11:19:29,a8:16:d0:ed:c5:e9,-91,6,-22.829489000000002,-47.06467,-22.825295,-47.066738,61,304,159,2021-08-19 11:16:50,0.512253239774656
147319,,2021-08-19 11:55:15,2021-08-19 12:00:01,60:1d:91:a0:cf:f2,-51,11,-22.815465,-47.072573999999996,-22.824493,-47.064827,171,10,286,2021-08-19 11:55:15,1.279919286049948
147499,,2021-08-19 12:01:10,2021-08-19 12:04:16,4e:65:51:d7:95:95,-72,11,-22.826882,-47.067662,-22.829322,-47.065275,131,191,186,2021-08-19 12:01:10,0.36531851876643473
147774,,2021-08-19 12:14:11,2021-08-19 12:16:49,7e:64:af:8d:8d:f2,-94,1,-22.813105,-47.063704,-22.818038,-47.063653,75,464,158,2021-08-19 12:14:11,0.5485502370567982
149762,,2021-08-19 13:11:53,2021-08-19 13:13:50,70:fd:46:e3:f9:68,-88,6,-22.818463,-47.066203,-22.81377,-47.070029,32,631,117,2021-08-19 13:11:53,0.6527575219523674
151150,,2021-08-19 14:45:15,2021-08-19 14:47:10,40:b0:76:83:14:52,-63,11,-22.82951,-47.063845,-22.827035000000002,-47.067518,250,334,115,2021-08-19 14:45:15,0.4663024405901645
157109,,2021-08-20 07:30:44,2021-08-20 07:40:02,88:b4:a6:ef:8e:7a,-93,1,-22.816678,-47.07249,-22.828702,-47.066204,40,28,558,2021-08-20 07:30:44,1.4841334724381763
157189,,2021-08-20 07:37:57,2021-08-20 07:40:16,f6:03:1d:30:53:82,-81,1,-22.824911,-47.065525,-22.829635999999997,-47.065317,135,108,139,2021-08-20 07:37:57,0.5258290297842994
158010,,2021-08-20 07:48:09,2021-08-20 07:49:23,58:b6:33:fb:0b:c8,-90,1,-22.82118,-47.067358,-22.818091,-47.063734000000004,37,339,74,2021-08-20 07:48:09,0.5059053923349445
159757,,2021-08-20 11:04:56,2021-08-20 11:14:17,dc:bf:e9:42:33:9f,-90,1,-22.816179,-47.072461,-22.828572,-47.066302,190,0,561,2021-08-20 11:04:56,1.51573522842883
159764,,2021-08-20 11:05:02,2021-08-20 11:18:10,30:fc:eb:89:46:e4,-89,1,-22.816319,-47.072209,-22.829333,-47.065112,61,7,788,2021-08-20 11:05:02,1.619611493433886
159774,,2021-08-20 11:05:26,2021-08-20 11:12:40,50:92:b9:6d:df:78,-94,1,-22.816160999999997,-47.072603,-22.824873,-47.065548,77,17,434,2021-08-20 11:05:26,1.208833717959758
159781,,2021-08-20 11:06:01,2021-08-20 11:12:11,50:92:b9:02:a0:5c,-60,1,-22.816364,-47.072651,-22.824378,-47.064847,172,24,370,2021-08-20 11:06:01,1.1974296718154953
159782,,2021-08-20 11:06:07,2021-08-20 11:17:49,50:3d:c6:04:84:f6,-64,6,-22.81636,-47.07265,-22.829489000000002,-47.064023999999996,67,25,702,2021-08-20 11:06:07,1.7067033306848642
159790,,2021-08-20 11:06:38,2021-08-20 11:12:19,30:4b:07:ce:9a:01,-64,1,-22.816388,-47.072646,-22.824460000000002,-47.064809000000004,178,33,341,2021-08-20 11:06:38,1.2044895255179255
162820,,2021-08-20 12:49:38,2021-08-20 12:59:42,a8:16:d0:24:59:e5,-91,1,-22.820415,-47.068286,-22.824361,-47.067646,108,80,604,2021-08-20 12:49:38,0.4436515464378529
162902,,2021-08-20 12:51:59,2021-08-20 12:54:20,f4:60:e2:e8:b3:16,-87,1,-22.825267999999998,-47.066389,-22.831892,-47.062224,119,162,141,2021-08-20 12:51:59,0.8513028225788397
163052,,2021-08-20 12:56:09,2021-08-20 12:58:50,08:cc:27:07:59:07,-93,12,-22.829263,-47.065166999999995,-22.82526,-47.066361,168,312,161,2021-08-20 12:56:09,0.4616280161818344
171562,,2021-08-23 07:41:19,2021-08-23 07:42:22,2c:d0:66:43:14:e3,-70,1,-22.830735999999998,-47.062216,-22.829447000000002,-47.064903,54,224,63,2021-08-23 07:41:19,0.31044281836619625
175225,,2021-08-23 11:02:04,2021-08-23 11:16:30,c8:f3:19:02:5f:31,-86,1,-22.816038,-47.072563,-22.829144,-47.065615,66,3,866,2021-08-23 11:02:04,1.6219966683609583
175227,,2021-08-23 11:02:10,2021-08-23 11:16:10,48:60:5f:0b:bd:98,-91,6,-22.816032,-47.072562,-22.829498,-47.064023,86,5,840,2021-08-23 11:02:10,1.7343492650215944
175234,,2021-08-23 11:02:49,2021-08-23 11:10:54,50:92:b9:6d:df:78,-93,1,-22.816015,-47.072554,-22.824726000000002,-47.065177,144,12,485,2021-08-23 11:02:49,1.2287717554592525
175243,,2021-08-23 11:03:13,2021-08-23 11:12:33,8a:62:c8:e6:67:66,-92,1,-22.816003,-47.072553000000006,-22.827288,-47.067546,138,21,560,2021-08-23 11:03:13,1.3557128228757118
175253,,2021-08-23 11:04:35,2021-08-23 11:10:42,30:4b:07:ce:9a:01,-93,6,-22.816292999999998,-47.072637,-22.82444,-47.064859999999996,120,31,367,2021-08-23 11:04:35,1.2066461172817058
175261,,2021-08-23 11:05:19,2021-08-23 11:07:18,08:8c:2c:bb:22:7d,-45,6,-22.816398,-47.072653,-22.815122,-47.066871,69,39,119,2021-08-23 11:05:19,0.6093731039494978
175271,,2021-08-23 11:06:03,2021-08-23 11:10:25,50:92:b9:ce:3e:42,-51,1,-22.814695,-47.072078000000005,-22.824391000000002,-47.064896999999995,39,49,262,2021-08-23 11:06:03,1.3054080381750546
175360,,2021-08-23 11:10:12,2021-08-23 11:13:33,48:90:2f:a7:07:cf,-91,1,-22.823801,-47.065286,-22.828739000000002,-47.066208,44,137,201,2021-08-23 11:10:12,0.5571527524309726
175485,,2021-08-23 11:14:52,2021-08-23 11:17:47,16:4f:bb:7e:38:e9,-91,6,-22.830983,-47.062251,-22.82582,-47.066554,35,261,175,2021-08-23 11:14:52,0.7239246288186694
177844,,2021-08-23 12:51:27,2021-08-23 13:00:30,e0:10:7f:ad:dd:68,-88,1,-22.825063,-47.065809,-22.823684,-47.068327000000004,68,139,543,2021-08-23 12:51:27,0.30018390933446376
177874,,2021-08-23 12:52:12,2021-08-23 13:00:42,dc:bf:e9:3f:7a:04,-90,11,-22.826597,-47.067684,-22.823013,-47.068771999999996,30,169,510,2021-08-23 12:52:12,0.41382908238522187
178155,,2021-08-23 12:59:51,2021-08-23 13:00:54,40:b0:76:1e:c5:15,-90,1,-22.825093,-47.066996,-22.822363,-47.069363,38,449,63,2021-08-23 12:59:51,0.38858797461681444
179259,,2021-08-23 13:26:12,2021-08-23 13:40:11,50:3d:c6:04:84:f6,-95,3,-22.816368,-47.072717,-22.829504,-47.063922,166,98,839,2021-08-23 13:26:12,1.716401740675817
179451,,2021-08-23 13:37:12,2021-08-23 13:40:34,1e:ec:b3:a9:73:40,-96,1,-22.827136,-47.067568,-22.829301,-47.065335,243,290,202,2021-08-23 13:37:12,0.33215472286927017
179469,,2021-08-23 13:37:27,2021-08-23 13:43:24,5e:81:5d:cd:33:5d,-89,6,-22.828013000000002,-47.066858,-22.824981,-47.065752,35,308,357,2021-08-23 13:37:27,0.3556880920236922
179481,,2021-08-23 13:37:38,2021-08-23 13:43:41,3a:57:93:5e:09:ac,-92,1,-22.828533,-47.066353,-22.825264999999998,-47.066437,160,320,363,2021-08-23 13:37:38,0.363487482845187
179483,,2021-08-23 13:37:41,2021-08-23 13:44:04,6e:a0:57:df:eb:f1,-92,11,-22.828603,-47.066301,-22.825289,-47.066778,141,322,383,2021-08-23 13:37:41,0.3717290093033698
193337,,2021-08-24 13:33:31,2021-08-24 13:35:51,00:0a:f5:61:1e:58,-55,11,-22.815981,-47.072651,-22.818581,-47.066542,133,0,140,2021-08-24 13:33:31,0.6896567031655922
193464,,2021-08-24 13:38:32,2021-08-24 13:40:03,48:90:2f:a7:26:86,-93,11,-22.824898,-47.065557,-22.828667000000003,-47.06621,65,127,91,2021-08-24 13:38:32,0.424404024009448
193484,,2021-08-24 13:38:45,2021-08-24 13:41:02,8c:f1:12:7c:76:26,-95,1,-22.825001,-47.065825,-22.831894000000002,-47.062236,32,147,137,2021-08-24 13:38:45,0.850155233610012
193537,,2021-08-24 13:39:48,2021-08-24 13:44:02,aa:24:eb:bd:4e:40,-93,11,-22.828072,-47.066779,-22.825485999999998,-47.065898,33,200,254,2021-08-24 13:39:48,0.3013928834035785
193564,,2021-08-24 13:40:08,2021-08-24 13:44:07,8e:53:f0:7d:9a:e6,-95,1,-22.828913,-47.065989,-22.825377,-47.065705,108,227,239,2021-08-24 13:40:08,0.3942616396775486
193697,,2021-08-24 13:46:09,2021-08-24 13:57:16,a8:16:d0:22:5e:51,-60,8,-22.818593,-47.063961,-22.813883999999998,-47.070862,30,360,667,2021-08-24 13:46:09,0.8800389837625233
195990,,2021-08-24 15:29:10,2021-08-24 15:37:39,fe:66:b0:42:f9:ac,-81,1,-22.815579,-47.072596999999995,-22.831255,-47.062312,52,5,509,2021-08-24 15:29:10,2.0370328966154236
196418,,2021-08-24 15:49:39,2021-08-24 15:58:44,a6:da:c4:60:fc:6a,-89,4,-22.814431,-47.057376,-22.813899,-47.063254,90,431,545,2021-08-24 15:49:39,0.6053686786173824
203893,,2021-08-25 11:06:27,2021-08-25 11:12:09,30:4b:07:ce:9a:01,-66,12,-22.815906,-47.072616,-22.824446,-47.06487,136,1,342,2021-08-25 11:06:27,1.237750781233787
203896,,2021-08-25 11:06:31,2021-08-25 11:09:29,8a:62:c8:e6:67:66,-54,11,-22.815599,-47.072576,-22.819469,-47.067211,195,4,178,2021-08-25 11:06:31,0.6982440227109024
203900,,2021-08-25 11:06:37,2021-08-25 11:07:41,50:92:b9:a4:7b:06,-46,1,-22.815364000000002,-47.072499,-22.814085000000002,-47.068248,30,8,64,2021-08-25 11:06:37,0.45833191837227827
203903,,2021-08-25 11:06:46,2021-08-25 11:19:40,48:60:5f:0b:bd:98,-47,6,-22.814985,-47.072337,-22.825504000000002,-47.066025,135,11,774,2021-08-25 11:06:46,1.3366450457864696
203909,,2021-08-25 11:07:05,2021-08-25 11:16:43,50:92:b9:6d:df:78,-55,6,-22.814134,-47.071474,-22.829857999999998,-47.061983000000005,235,17,578,2021-08-25 11:07:05,2.0008055837390604
203910,,2021-08-25 11:07:05,2021-08-25 11:14:47,dc:bf:e9:42:33:9f,-66,6,-22.814134,-47.071474,-22.828782999999998,-47.066143,146,18,462,2021-08-25 11:07:05,1.7180897050507682
204049,,2021-08-25 11:13:27,2021-08-25 11:14:53,8c:f1:12:17:c9:9d,-97,11,-22.825579,-47.066603,-22.828982999999997,-47.065887,237,165,86,2021-08-25 11:13:27,0.38555541703594115
204151,,2021-08-25 11:17:21,2021-08-25 11:18:51,a6:96:bd:87:d9:17,-68,11,-22.82951,-47.063443,-22.827572,-47.067138,45,265,90,2021-08-25 11:17:21,0.43570534021718116
207709,,2021-08-25 13:36:39,2021-08-25 13:43:21,02:00:00:00:00:00,-91,6,-22.814304,-47.071678999999996,-22.82849,-47.066348,85,21,402,2021-08-25 13:36:39,1.6693594599915929
207899,,2021-08-25 13:43:41,2021-08-25 13:44:44,50:92:b9:8a:f7:de,-92,1,-22.829415,-47.065475,-22.831869,-47.062214000000004,156,211,63,2021-08-25 13:43:41,0.431449282370208
207948,,2021-08-25 13:45:57,2021-08-25 13:49:14,30:fc:eb:6e:b6:bc,-90,1,-22.829524,-47.063621000000005,-22.825254,-47.066321,66,260,197,2021-08-25 13:45:57,0.5495521622176152
