,device_id,timestampI,timestampF,MAC,RSSI,channel,latitudeI,longitudeI,latitudeF,longitudeF,cnt_pckg,id,duration,ts_sort,distancias
32895,,2021-08-04 12:07:19,2021-08-04 12:09:55,0c:f4:d5:55:60:78,-89,11,-22.827942999999998,-47.066756,-22.825032,-47.065866,41,273,156,2021-08-04 12:07:19,0.33629501007199714
39191,,2021-08-04 16:17:24,2021-08-04 16:21:58,7a:56:28:98:1d:72,-91,6,-22.829547,-47.061759,-22.825121,-47.066915,47,371,274,2021-08-04 16:17:24,0.7221058601317065
39206,,2021-08-04 16:18:14,2021-08-04 16:21:42,a8:16:d0:69:34:f9,-89,6,-22.829516,-47.063621000000005,-22.8253,-47.066396000000005,91,386,208,2021-08-04 16:18:14,0.5483198179313489
39214,,2021-08-04 16:18:35,2021-08-04 16:21:39,ce:a4:95:e1:ee:b8,-78,3,-22.829494,-47.064144,-22.825276000000002,-47.066326000000004,143,394,184,2021-08-04 16:18:35,0.5196041676472769
39360,,2021-08-04 16:24:24,2021-08-04 16:25:36,50:92:b9:09:94:d2,-89,11,-22.81895,-47.064504,-22.814238,-47.064375,67,540,72,2021-08-04 16:24:24,0.524118014861213
39414,,2021-08-04 16:29:33,2021-08-04 16:38:48,50:92:b9:2f:92:6c,-93,1,-22.814004999999998,-47.0591,-22.815906,-47.072752,39,594,555,2021-08-04 16:29:33,1.415143398194847
39438,,2021-08-04 16:31:24,2021-08-04 16:40:03,62:b8:c5:50:d9:d7,-89,6,-22.812872,-47.06483,-22.816445,-47.072796000000004,31,618,519,2021-08-04 16:31:24,0.9080127041748439
43146,,2021-08-05 11:06:12,2021-08-05 11:08:12,8c:f1:12:17:ce:2d,-60,6,-22.815987,-47.072651,-22.816523,-47.066215,138,0,120,2021-08-05 11:06:12,0.662341095567736
43153,,2021-08-05 11:06:18,2021-08-05 11:13:10,50:92:b9:02:a0:5c,-55,6,-22.815594,-47.072594,-22.825041,-47.065896,200,7,412,2021-08-05 11:06:18,1.2548827168695729
43155,,2021-08-05 11:06:21,2021-08-05 11:10:14,30:4b:07:ce:9a:01,-68,6,-22.815436,-47.072546,-22.820854,-47.068104999999996,211,9,233,2021-08-05 11:06:21,0.7550714923606975
43167,,2021-08-05 11:06:47,2021-08-05 11:14:40,dc:bf:e9:42:33:9f,-57,6,-22.814353,-47.071689,-22.828768,-47.066179,242,21,473,2021-08-05 11:06:47,1.6994487773318536
43314,,2021-08-05 11:14:11,2021-08-05 11:22:22,dc:bf:e9:95:d5:eb,-95,6,-22.827809,-47.067052000000004,-22.821996,-47.069387,76,168,491,2021-08-05 11:14:11,0.6892547813940725
46571,,2021-08-06 07:37:30,2021-08-06 07:41:26,40:06:a0:5b:a7:89,-91,11,-22.824072,-47.065059999999995,-22.829579000000003,-47.061799,45,83,236,2021-08-06 07:37:30,0.6976169039748675
46761,,2021-08-06 07:47:29,2021-08-06 07:54:05,10:d3:8a:87:30:fa,-55,13,-22.821444,-47.068146,-22.812751000000002,-47.06552,33,272,396,2021-08-06 07:47:29,1.0033907402290354
47364,,2021-08-06 11:03:27,2021-08-06 11:11:55,c6:5c:22:fa:02:90,-77,11,-22.816075,-47.072623,-22.824848,-47.065466,84,19,508,2021-08-06 11:03:27,1.2205304266319987
47381,,2021-08-06 11:04:26,2021-08-06 11:16:14,50:92:b9:6d:df:78,-53,11,-22.816305,-47.072652000000005,-22.830256,-47.062065000000004,76,36,708,2021-08-06 11:04:26,1.8930970247596286
47385,,2021-08-06 11:05:01,2021-08-06 11:08:15,50:92:b9:ce:3e:42,-53,3,-22.816275,-47.072684,-22.818093,-47.066339,40,40,194,2021-08-06 11:05:01,0.6810177988214202
47546,,2021-08-06 11:13:21,2021-08-06 11:15:22,50:92:b9:1f:4b:ea,-89,6,-22.827358,-47.067432000000004,-22.831736,-47.062182,54,201,121,2021-08-06 11:13:21,0.725586955597248
47582,,2021-08-06 11:14:09,2021-08-06 11:24:32,02:00:00:00:00:00,-90,9,-22.828785,-47.066169,-22.814198,-47.064397,32,237,623,2021-08-06 11:14:09,1.6321384365702432
47922,,2021-08-06 11:56:27,2021-08-06 12:00:37,58:d9:c3:41:ef:11,-55,4,-22.815728,-47.072621000000005,-22.82248,-47.066117,77,0,250,2021-08-06 11:56:27,1.0040184032409973
48214,,2021-08-06 12:07:02,2021-08-06 12:10:33,8c:f7:10:75:dc:ac,-89,3,-22.827907,-47.066764,-22.822632000000002,-47.069111,47,292,211,2021-08-06 12:07:02,0.6339593119355788
48649,,2021-08-06 12:53:04,2021-08-06 13:02:33,e0:10:7f:ad:dd:68,-94,1,-22.824918,-47.06561,-22.823496,-47.068475,86,157,569,2021-08-06 12:53:04,0.33349654731858025
48692,,2021-08-06 12:53:41,2021-08-06 12:55:01,2e:84:04:b5:36:84,-84,13,-22.82564,-47.066725,-22.830428,-47.064544,90,201,80,2021-08-06 12:53:41,0.5774197508545539
48763,,2021-08-06 12:55:35,2021-08-06 13:02:22,b0:f1:ec:cd:07:aa,-91,8,-22.831913,-47.062428000000004,-22.823801,-47.06817,73,271,407,2021-08-06 12:55:35,1.077000640720246
48778,,2021-08-06 12:56:26,2021-08-06 13:03:15,82:1f:67:b1:ed:1f,-94,1,-22.829912,-47.06198,-22.822285,-47.069471,150,286,409,2021-08-06 12:56:26,1.143965729988258
49427,,2021-08-06 13:42:23,2021-08-06 13:43:49,a8:16:d0:fd:b3:51,-85,1,-22.825878,-47.067403000000006,-22.831379000000002,-47.063402,144,172,86,2021-08-06 13:42:23,0.7364052302569828
51769,,2021-08-06 17:07:09,2021-08-06 17:09:26,72:ed:c7:26:f5:ce,-91,2,-22.825964000000003,-47.066926,-22.822274,-47.069446,59,355,137,2021-08-06 17:07:09,0.48482789559181577
53867,,2021-08-09 08:26:33,2021-08-09 08:40:40,02:00:00:00:00:00,-86,1,-22.824997,-47.065672,-22.813548,-47.060711,36,80,847,2021-08-09 08:26:33,1.3708569202153547
53977,,2021-08-09 08:30:57,2021-08-09 08:33:30,72:ed:c7:26:f5:ce,-91,1,-22.82921,-47.065482,-22.825222,-47.066429,94,191,153,2021-08-09 08:30:57,0.4539426107184749
54718,,2021-08-09 11:05:01,2021-08-09 11:07:55,70:fd:46:18:15:18,-87,1,-22.816211,-47.072191,-22.81381,-47.069283,168,7,174,2021-08-09 11:05:01,0.40014455598270704
54725,,2021-08-09 11:05:12,2021-08-09 11:09:13,8c:f1:12:17:ce:2d,-88,6,-22.81612,-47.072586,-22.817963,-47.066283,125,14,241,2021-08-09 11:05:12,0.6777443163171708
54731,,2021-08-09 11:05:39,2021-08-09 11:17:18,50:92:b9:6d:df:78,-51,1,-22.816348,-47.072635999999996,-22.829409,-47.062119,215,20,699,2021-08-09 11:05:39,1.8086067962790113
54732,,2021-08-09 11:05:40,2021-08-09 11:09:52,78:23:27:25:3d:ea,-68,7,-22.816347,-47.072638,-22.819342000000002,-47.067112,82,21,252,2021-08-09 11:05:40,0.6570327348663698
54735,,2021-08-09 11:05:50,2021-08-09 11:11:22,30:4b:07:ce:9a:01,-88,11,-22.816346,-47.072631,-22.821115,-47.067234,76,24,332,2021-08-09 11:05:50,0.766279499116336
54738,,2021-08-09 11:06:08,2021-08-09 11:10:06,c0:8c:71:c2:22:0e,-81,1,-22.81635,-47.072637,-22.819570000000002,-47.067370000000004,123,27,238,2021-08-09 11:06:08,0.6477780189842633
54743,,2021-08-09 11:06:34,2021-08-09 11:20:40,c6:5c:22:fa:02:90,-66,1,-22.816357999999997,-47.072633,-22.825147,-47.066059,114,32,846,2021-08-09 11:06:34,1.187045437433768
54747,,2021-08-09 11:06:53,2021-08-09 11:11:56,78:23:27:3a:b9:78,-56,7,-22.815555,-47.072573,-22.823107,-47.065738,201,36,303,2021-08-09 11:06:53,1.0935809513521733
55190,,2021-08-09 11:25:39,2021-08-09 11:30:37,88:b1:e1:28:8f:61,-83,1,-22.813703,-47.060604,-22.816124,-47.062518,57,479,298,2021-08-09 11:25:39,0.3330998822047
55330,,2021-08-09 11:57:09,2021-08-09 12:08:45,02:00:00:00:00:00,-94,10,-22.81399,-47.07108,-22.825314000000002,-47.066328999999996,67,13,696,2021-08-09 11:57:09,1.3500467748549052
55617,,2021-08-09 12:08:00,2021-08-09 12:11:04,08:c5:e1:20:a8:f2,-75,2,-22.825329,-47.065546000000005,-22.821228,-47.067481,43,300,184,2021-08-09 12:08:00,0.49726801257287734
56903,,2021-08-09 13:47:41,2021-08-09 13:59:42,ce:98:ef:d4:c3:0c,-91,6,-22.825874,-47.066615000000006,-22.818084,-47.063662,44,393,721,2021-08-09 13:47:41,0.9175610158681297
56934,,2021-08-09 13:48:45,2021-08-09 13:50:32,56:af:7c:3d:e2:7d,-96,1,-22.82491,-47.065490000000004,-22.823609,-47.068414000000004,102,424,107,2021-08-09 13:48:45,0.3327666545376597
57262,,2021-08-09 14:27:30,2021-08-09 14:40:44,02:00:00:00:00:00,-70,1,-22.816342000000002,-47.072617,-22.825281,-47.066246,64,102,794,2021-08-09 14:27:30,1.189265280905955
57430,,2021-08-09 14:41:19,2021-08-09 14:48:30,30:4b:07:c1:f9:8a,-94,6,-22.826483,-47.06769,-22.822967000000002,-47.068834,64,270,431,2021-08-09 14:41:19,0.40816407080038336
61891,,2021-08-10 10:54:50,2021-08-10 11:07:09,70:fd:46:18:15:18,-87,1,-22.815991,-47.072554,-22.813810999999998,-47.069472,149,18,739,2021-08-10 10:54:50,0.39818011207174164
61951,,2021-08-10 11:04:08,2021-08-10 11:16:54,50:3d:c6:04:84:f6,-80,11,-22.816338000000002,-47.072626,-22.829481,-47.063895,123,78,766,2021-08-10 11:04:08,1.7136299667445325
62166,,2021-08-10 11:14:02,2021-08-10 11:27:00,1c:bf:ce:4d:b2:f9,-93,9,-22.828775,-47.066145,-22.813028,-47.063947999999996,37,293,778,2021-08-10 11:14:02,1.765407858246259
62508,,2021-08-10 11:55:35,2021-08-10 12:05:16,dc:bf:e9:6f:ed:b6,-45,6,-22.815395000000002,-47.072509000000004,-22.82948,-47.064043,121,7,581,2021-08-10 11:55:35,1.790473115786151
62648,,2021-08-10 12:01:46,2021-08-10 12:03:45,f6:33:56:2a:26:e4,-95,6,-22.826981,-47.067614,-22.831877,-47.062206,95,147,119,2021-08-10 12:01:46,0.7768920166948114
62718,,2021-08-10 12:04:50,2021-08-10 12:06:11,b8:7b:c5:7b:a6:53,-83,6,-22.829522,-47.063503999999995,-22.828139999999998,-47.066587,120,217,81,2021-08-10 12:04:50,0.35134937183747955
63991,,2021-08-10 14:44:00,2021-08-10 14:46:00,dc:bf:e9:3e:c3:f4,-93,1,-22.816349,-47.072618,-22.813767000000002,-47.070215999999995,46,176,120,2021-08-10 14:44:00,0.37820767708077613
64108,,2021-08-10 14:50:47,2021-08-10 14:59:09,50:92:b9:28:44:e4,-91,6,-22.825418,-47.066545,-22.821925,-47.069339,163,293,502,2021-08-10 14:50:47,0.4825520624308711
67843,,2021-08-11 07:48:40,2021-08-11 07:52:17,04:d9:f5:bc:c2:21,-84,6,-22.823621,-47.068349,-22.814219,-47.064359,193,329,217,2021-08-11 07:48:40,1.1225926857867068
70468,,2021-08-11 09:17:55,2021-08-11 09:27:56,a8:16:d0:c7:7c:f7,-91,11,-22.825325,-47.066465,-22.821343,-47.067895,47,210,601,2021-08-11 09:17:55,0.4664040431740955
70473,,2021-08-11 09:18:03,2021-08-11 09:19:18,f8:1f:32:6c:a9:97,-80,6,-22.825551,-47.066615999999996,-22.829926,-47.065036,93,215,75,2021-08-11 09:18:03,0.5127200311476361
70492,,2021-08-11 09:18:43,2021-08-11 09:25:20,bc:98:df:df:a5:9b,-94,8,-22.828121,-47.066705,-22.824995,-47.065726,54,234,397,2021-08-11 09:18:43,0.3617870300172826
70499,,2021-08-11 09:18:47,2021-08-11 09:29:31,02:c2:55:c5:fa:9d,-90,6,-22.828360999999997,-47.066482,-22.816957000000002,-47.063649,150,241,644,2021-08-11 09:18:47,1.3008855052408208
70535,,2021-08-11 09:20:13,2021-08-11 09:21:53,ea:19:8b:8d:93:e9,-81,6,-22.831802,-47.062179,-22.829373999999998,-47.065076,84,277,100,2021-08-11 09:20:13,0.4012938792953277
70637,,2021-08-11 09:24:11,2021-08-11 09:34:08,a8:16:d0:15:e5:93,-63,11,-22.825612,-47.066173,-22.812825,-47.065305,240,379,597,2021-08-11 09:24:11,1.4246319232019518
70667,,2021-08-11 09:25:40,2021-08-11 09:26:46,22:e7:53:d9:e4:8e,-91,11,-22.825302999999998,-47.066455,-22.822926000000002,-47.068915999999994,34,409,66,2021-08-11 09:25:40,0.365345314109279
70924,,2021-08-11 11:01:05,2021-08-11 11:08:54,7c:03:ab:29:00:08,-87,1,-22.816036999999998,-47.072558,-22.813814,-47.069695,43,0,469,2021-08-11 11:01:05,0.38368066537218803
70927,,2021-08-11 11:01:08,2021-08-11 11:13:29,50:92:b9:02:a0:5c,-89,1,-22.816035,-47.072547,-22.82423,-47.064985,61,3,741,2021-08-11 11:01:08,1.1962663452832905
70930,,2021-08-11 11:01:09,2021-08-11 11:10:24,50:92:b9:6d:df:78,-90,1,-22.816032999999997,-47.072545,-22.817751,-47.066232,235,6,555,2021-08-11 11:01:09,0.6746553986041975
70945,,2021-08-11 11:01:56,2021-08-11 11:14:46,c6:5c:22:fa:02:90,-94,11,-22.816022,-47.072589,-22.82514,-47.065957,176,21,770,2021-08-11 11:01:56,1.2206421309576134
70951,,2021-08-11 11:02:26,2021-08-11 11:09:11,b6:13:88:1e:48:c8,-91,1,-22.81599,-47.072542999999996,-22.813803,-47.069458000000004,48,27,405,2021-08-11 11:02:26,0.3988981483668609
70972,,2021-08-11 11:05:26,2021-08-11 11:09:57,c0:8c:71:c2:22:0e,-89,6,-22.816032999999997,-47.072474,-22.815984,-47.066395,252,48,271,2021-08-11 11:05:26,0.6230885189750548
70978,,2021-08-11 11:06:07,2021-08-11 11:09:46,70:fd:46:18:15:18,-80,1,-22.816151,-47.072625,-22.814958999999998,-47.067045,140,54,219,2021-08-11 11:06:07,0.5870797148413687
70989,,2021-08-11 11:06:32,2021-08-11 11:13:33,30:4b:07:ce:9a:01,-88,11,-22.816382,-47.072611,-22.824389,-47.064884,153,65,421,2021-08-11 11:06:32,1.1915909118009036
70990,,2021-08-11 11:06:33,2021-08-11 11:14:35,dc:bf:e9:42:33:9f,-82,1,-22.816381,-47.072612,-22.824968,-47.065621,212,66,482,2021-08-11 11:06:33,1.1937748979437595
72426,,2021-08-11 12:06:04,2021-08-11 12:09:20,a8:9c:ed:52:81:ef,-93,1,-22.829519,-47.063497999999996,-22.824907999999997,-47.065277,195,225,196,2021-08-11 12:06:04,0.5441727341465609
76011,,2021-08-11 14:44:06,2021-08-11 14:48:09,98:39:8e:ac:a3:85,-82,6,-22.82852,-47.066228,-22.821898,-47.069308,41,277,243,2021-08-11 14:44:06,0.8011429497513636
79632,,2021-08-11 17:01:31,2021-08-11 17:12:03,16:74:e7:3a:44:79,-94,5,-22.814257,-47.068003000000004,-22.829491,-47.062160999999996,35,75,632,2021-08-11 17:01:31,1.7966500318799297
79932,,2021-08-11 17:13:55,2021-08-11 17:17:05,2a:ad:dd:66:85:51,-92,4,-22.826898999999997,-47.067538,-22.821894,-47.069204,134,375,190,2021-08-11 17:13:55,0.5821350323879955
89152,,2021-08-12 15:09:56,2021-08-12 15:12:13,ca:ad:da:10:2d:07,-92,1,-22.814577,-47.057264,-22.812746,-47.065796,81,426,137,2021-08-12 15:09:56,0.8978868380093876
96721,,2021-08-13 08:18:42,2021-08-13 08:31:20,e2:26:22:3a:be:e9,-41,1,-22.816347,-47.072649,-22.829157000000002,-47.065591999999995,236,130,758,2021-08-13 08:18:42,1.5975163225284916
97859,,2021-08-13 11:04:16,2021-08-13 11:16:10,50:92:b9:6d:df:78,-54,1,-22.816357,-47.072639,-22.831056,-47.062296999999994,88,8,714,2021-08-13 11:04:16,1.9480552466161882
97864,,2021-08-13 11:04:50,2021-08-13 11:14:41,dc:bf:e9:42:33:9f,-68,13,-22.816381,-47.072658000000004,-22.828754999999997,-47.06619,64,13,591,2021-08-13 11:04:50,1.5272911480872762
97872,,2021-08-13 11:06:05,2021-08-13 11:12:22,32:cb:6b:9d:10:66,-89,6,-22.815443,-47.07255,-22.82489,-47.065552000000004,61,21,377,2021-08-13 11:06:05,1.2719640628763849
98033,,2021-08-13 11:13:37,2021-08-13 11:15:52,3c:bb:fd:7f:70:c0,-91,6,-22.827225,-47.067557,-22.831873,-47.062478000000006,113,182,135,2021-08-13 11:13:37,0.7335240045805121
98162,,2021-08-13 11:20:12,2021-08-13 11:29:05,dc:bf:e9:3b:dc:93,-94,9,-22.824197,-47.063590999999995,-22.818156,-47.064184999999995,35,311,533,2021-08-13 11:20:12,0.6744826205883686
104257,,2021-08-16 07:47:13,2021-08-16 07:55:00,60:1d:91:ac:aa:e4,-90,2,-22.823678,-47.068278,-22.813133999999998,-47.063266999999996,41,303,467,2021-08-16 07:47:13,1.2799976047815418
106508,,2021-08-16 11:06:28,2021-08-16 11:10:16,30:4b:07:ce:9a:01,-58,11,-22.815985,-47.072615,-22.821215,-47.066994,111,0,228,2021-08-16 11:06:28,0.8185993134352085
106510,,2021-08-16 11:06:29,2021-08-16 11:12:20,12:33:27:2d:b8:40,-51,9,-22.815913000000002,-47.072611,-22.824939,-47.065629,150,2,351,2021-08-16 11:06:29,1.2326320684919891
106511,,2021-08-16 11:06:34,2021-08-16 11:09:51,8a:62:c8:e6:67:66,-66,6,-22.815558,-47.072553000000006,-22.821022,-47.067957,205,3,197,2021-08-16 11:06:34,0.768788782615117
106514,,2021-08-16 11:06:34,2021-08-16 11:16:54,50:92:b9:6d:df:78,-48,1,-22.815558,-47.072553000000006,-22.8295,-47.063893,162,6,620,2021-08-16 11:06:34,1.7863756033553675
106525,,2021-08-16 11:07:00,2021-08-16 11:17:36,48:60:5f:0b:bd:98,-62,11,-22.81431,-47.071682,-22.829096,-47.06568,106,17,636,2021-08-16 11:07:00,1.7554403001388876
106528,,2021-08-16 11:07:06,2021-08-16 11:14:17,dc:bf:e9:42:33:9f,-51,1,-22.814173,-47.071504,-22.828799,-47.066158,134,20,431,2021-08-16 11:07:06,1.7161553562505425
106665,,2021-08-16 11:12:38,2021-08-16 11:13:52,50:92:b9:0e:1c:ac,-93,1,-22.825288,-47.066353,-22.828585999999998,-47.066340999999994,110,156,74,2021-08-16 11:12:38,0.36672343679348285
107073,,2021-08-16 11:54:43,2021-08-16 12:05:49,68:7d:6b:52:05:25,-54,1,-22.816394,-47.072676,-22.829520000000002,-47.063873,102,48,666,2021-08-16 11:54:43,1.7158864663698008
107098,,2021-08-16 11:54:50,2021-08-16 11:57:36,26:83:0e:fb:3d:56,-43,1,-22.816402,-47.072671,-22.814259,-47.067947,200,52,166,2021-08-16 11:54:50,0.5396476626397212
107350,,2021-08-16 12:06:51,2021-08-16 12:11:07,50:92:b9:80:43:b2,-90,1,-22.828553,-47.066194,-22.821867,-47.069198,68,329,256,2021-08-16 12:06:51,0.8046764146311158
