,timestampI,timestampF,MAC,RSSI,channel,latitudeI,longitudeI,latitudeF,longitudeF,cnt_pckg,id,device_id,duration,ts_sort,distancias
123367,2021-07-16 12:06:36,2021-07-16 12:08:44,0c:cb:85:c1:61:b7,-73,4,-22.828636,-47.066106,-22.825243,-47.066485,39,236,,128,2021-07-16 12:06:36,0.37927909027502976
127337,2021-07-16 14:35:22,2021-07-16 14:40:12,70:fd:46:4d:a9:c4,-91,11,-22.824876,-47.065483,-22.828657999999997,-47.066068,151,227,,290,2021-07-16 14:35:22,0.42479203454983305
127341,2021-07-16 14:35:26,2021-07-16 14:40:19,c8:c7:50:b8:8b:49,-94,11,-22.824958,-47.065637,-22.828441,-47.066271,93,231,,293,2021-07-16 14:35:26,0.39270522730127577
127352,2021-07-16 14:35:42,2021-07-16 14:40:19,96:62:bc:5a:1a:fb,-85,11,-22.825276000000002,-47.066264000000004,-22.828441,-47.066271,30,242,,277,2021-07-16 14:35:42,0.35193316014397996
136637,2021-07-19 11:04:09,2021-07-19 11:15:53,50:92:b9:6d:df:78,-85,1,-22.8162,-47.072556,-22.830133,-47.062046,117,20,,704,2021-07-19 11:04:09,1.8869417100113215
136639,2021-07-19 11:04:13,2021-07-19 11:11:21,50:92:b9:02:a0:5c,-73,11,-22.816175,-47.072621999999996,-22.824466,-47.064820000000005,61,22,,428,2021-07-19 11:04:13,1.2203908432233879
136649,2021-07-19 11:04:59,2021-07-19 11:11:21,30:4b:07:ce:9a:01,-86,11,-22.816382,-47.072691,-22.824466,-47.064820000000005,137,32,,382,2021-07-19 11:04:59,1.2078088660320994
136845,2021-07-19 11:14:35,2021-07-19 11:28:08,02:00:00:00:00:00,-76,13,-22.830983,-47.063952,-22.813545,-47.06503,31,228,,813,2021-07-19 11:14:35,1.9421649152340292
136942,2021-07-19 11:18:51,2021-07-19 11:20:43,1e:ea:33:76:73:39,-92,4,-22.825298999999998,-47.065676,-22.823625,-47.068341,34,325,,112,2021-07-19 11:18:51,0.33052827610910146
137795,2021-07-19 11:54:14,2021-07-19 11:59:13,60:1d:91:a0:cf:f2,-43,1,-22.816388,-47.072631,-22.824419,-47.064864,63,19,,299,2021-07-19 11:54:14,1.196310230679182
137818,2021-07-19 11:56:05,2021-07-19 11:59:04,24:46:c8:58:0d:94,-51,6,-22.814348000000003,-47.067761,-22.824095,-47.065043,188,42,,179,2021-07-19 11:56:05,1.1190468113116474
137929,2021-07-19 12:00:10,2021-07-19 12:02:24,5e:54:a9:6b:17:a4,-92,6,-22.8252,-47.066256,-22.8319,-47.06243,86,153,,134,2021-07-19 12:00:10,0.8418933144337122
137952,2021-07-19 12:00:43,2021-07-19 12:02:02,82:5d:48:dc:0e:87,-84,11,-22.826152,-47.067659,-22.831286,-47.063649,105,176,,79,2021-07-19 12:00:43,0.7034138968116769
138069,2021-07-19 12:05:28,2021-07-19 12:08:50,24:46:c8:2c:73:75,-91,1,-22.827586,-47.067141,-22.822316,-47.069428,30,293,,202,2021-07-19 12:05:28,0.6311357248895355
139259,2021-07-19 12:56:54,2021-07-19 13:01:25,a4:4b:d5:d5:c7:ba,-92,6,-22.831489,-47.06227,-22.825294,-47.066414,30,273,,271,2021-07-19 12:56:54,0.8092517679778216
139289,2021-07-19 12:58:07,2021-07-19 13:03:09,30:fc:eb:89:8f:80,-69,1,-22.82947,-47.063773,-22.821728,-47.068842,117,303,,302,2021-07-19 12:58:07,1.0054801207678934
139296,2021-07-19 12:58:23,2021-07-19 13:02:42,90:73:5a:a7:04:44,-51,11,-22.82949,-47.063886,-22.822841,-47.068892,166,310,,259,2021-07-19 12:58:23,0.8999099177482176
139384,2021-07-19 13:00:36,2021-07-19 13:02:35,a8:9c:ed:66:6d:03,-83,6,-22.825382,-47.065782,-22.823304,-47.06852,141,398,,119,2021-07-19 13:00:36,0.36350236206262415
139465,2021-07-19 13:04:03,2021-07-19 13:15:12,6a:c4:c1:1a:b6:fe,-93,11,-22.821102,-47.067178999999996,-22.818378,-47.066328999999996,244,479,,669,2021-07-19 13:04:03,0.31517482914960254
149284,2021-07-20 08:28:28,2021-07-20 08:31:19,c8:c7:50:3b:da:a1,-94,11,-22.827241,-47.067514,-22.829424,-47.064840999999994,75,262,,171,2021-07-20 08:28:28,0.3660151282973159
151057,2021-07-20 11:05:05,2021-07-20 11:16:15,50:92:b9:6d:df:78,-50,11,-22.816284,-47.072668,-22.829345999999997,-47.061976,232,2,,670,2021-07-20 11:05:05,1.8194420442144614
151060,2021-07-20 11:05:07,2021-07-20 11:10:36,50:92:b9:02:a0:5c,-46,1,-22.816289,-47.072666999999996,-22.824384,-47.064865999999995,207,5,,329,2021-07-20 11:05:07,1.203943409426949
151087,2021-07-20 11:06:20,2021-07-20 11:12:50,dc:bf:e9:42:33:9f,-49,6,-22.814001,-47.071219,-22.828732000000002,-47.066165999999996,36,32,,390,2021-07-20 11:06:20,1.7179339239807458
151280,2021-07-20 11:14:05,2021-07-20 11:21:23,38:80:df:04:f0:6b,-92,8,-22.831893,-47.062222999999996,-22.821718,-47.068824,69,225,,438,2021-07-20 11:14:05,1.3182407239565526
151474,2021-07-20 11:23:45,2021-07-20 11:31:47,f8:1f:32:7a:dd:4c,-92,11,-22.814757,-47.064008,-22.814929,-47.066942,45,419,,482,2021-07-20 11:23:45,0.3013293085659791
155552,2021-07-20 13:40:23,2021-07-20 13:42:54,a8:16:d0:3b:93:7b,-92,11,-22.824625,-47.064926,-22.831221,-47.063739,253,113,,151,2021-07-20 13:40:23,0.7434629096935952
155643,2021-07-20 13:42:33,2021-07-20 13:53:17,ce:d2:ca:c0:32:21,-84,1,-22.829399,-47.065537,-22.814047,-47.064485,99,204,,644,2021-07-20 13:42:33,1.7104684777715915
155736,2021-07-20 13:46:55,2021-07-20 13:48:55,cc:88:26:63:ea:42,-93,9,-22.825561999999998,-47.0661,-22.823712,-47.068290999999995,31,297,,120,2021-07-20 13:46:55,0.30453296395478197
155811,2021-07-20 13:51:48,2021-07-20 14:02:11,0a:ed:20:83:36:27,-88,6,-22.818573,-47.064153999999995,-22.813981,-47.071437,34,372,,623,2021-07-20 13:51:48,0.9043964334508877
163147,2021-07-21 07:25:01,2021-07-21 07:31:30,02:25:6a:00:f5:5f,-92,1,-22.816442000000002,-47.072539,-22.815365,-47.066708,77,2,,389,2021-07-21 07:25:01,0.6095269449450647
165705,2021-07-21 11:05:25,2021-07-21 11:11:59,30:4b:07:ce:9a:01,-92,1,-22.816304000000002,-47.072648,-22.824654000000002,-47.065032,177,55,,394,2021-07-21 11:05:25,1.212999482340076
165866,2021-07-21 11:12:37,2021-07-21 11:25:01,02:00:00:00:00:00,-91,10,-22.824944,-47.065725,-22.822239,-47.069409,41,216,,744,2021-07-21 11:12:37,0.4827304094866538
169432,2021-07-21 14:38:29,2021-07-21 14:41:25,c8:c7:50:b8:8b:49,-94,1,-22.82416,-47.065090000000005,-22.831910999999998,-47.062264,113,277,,176,2021-07-21 14:38:29,0.9092344805138429
169439,2021-07-21 14:38:40,2021-07-21 14:40:14,7e:b7:1d:0e:5d:02,-91,11,-22.8246,-47.064904999999996,-22.828570000000003,-47.066309000000004,40,284,,94,2021-07-21 14:38:40,0.4643036824169764
169440,2021-07-21 14:38:40,2021-07-21 14:41:09,d0:77:14:6e:b3:72,-83,11,-22.8246,-47.064904999999996,-22.831501,-47.063212,63,285,,149,2021-07-21 14:38:40,0.7867287838354676
169446,2021-07-21 14:38:51,2021-07-21 14:40:56,88:46:04:23:56:30,-89,2,-22.824911,-47.065509999999996,-22.831101,-47.063882,110,291,,125,2021-07-21 14:38:51,0.7082310861254841
169460,2021-07-21 14:39:00,2021-07-21 14:40:01,60:1d:91:16:c2:e8,-92,6,-22.825058,-47.065872999999996,-22.828011,-47.066819,53,305,,61,2021-07-21 14:39:00,0.3423732582294185
169465,2021-07-21 14:39:06,2021-07-21 14:41:11,70:fd:46:05:02:4a,-88,6,-22.825157,-47.066158,-22.831563,-47.063093,91,310,,125,2021-07-21 14:39:06,0.778500747751693
172582,2021-07-21 17:05:13,2021-07-21 17:17:44,0c:cb:85:bc:41:a6,-91,1,-22.819959,-47.067859999999996,-22.823692,-47.068267,86,74,,751,2021-07-21 17:05:13,0.4171819157992956
172594,2021-07-21 17:05:57,2021-07-21 17:09:17,f0:d7:aa:05:66:18,-61,1,-22.821306,-47.067764000000004,-22.829415,-47.065478999999996,174,86,,200,2021-07-21 17:05:57,0.9315957497651401
172656,2021-07-21 17:08:26,2021-07-21 17:09:53,da:4e:6c:be:cc:39,-93,1,-22.826754,-47.067646,-22.831553,-47.063117999999996,165,147,,87,2021-07-21 17:08:26,0.707176747289752
176878,2021-07-22 08:20:27,2021-07-22 08:32:57,dc:bf:e9:56:91:c6,-91,11,-22.816257999999998,-47.072714000000005,-22.825457999999998,-47.065971000000005,53,199,,750,2021-07-22 08:20:27,1.2345576566224976
179424,2021-07-22 11:05:23,2021-07-22 11:15:27,50:92:b9:6d:df:78,-48,11,-22.815967,-47.072631,-22.830323999999997,-47.062064,39,2,,604,2021-07-22 11:05:23,1.9291134361906495
179595,2021-07-22 11:12:43,2021-07-22 11:16:30,e0:10:7f:ae:00:68,-92,6,-22.82798,-47.066843,-22.829473999999998,-47.064236,57,173,,227,2021-07-22 11:12:43,0.31461405145425797
179700,2021-07-22 11:18:01,2021-07-22 11:21:05,40:06:a0:5b:8c:b2,-94,11,-22.827407,-47.067279,-22.821787,-47.069077,59,278,,184,2021-07-22 11:18:01,0.6515191729072932
179730,2021-07-22 11:19:01,2021-07-22 11:20:49,1c:bf:ce:10:79:63,-85,9,-22.825038,-47.065251,-22.822366,-47.069312,35,308,,108,2021-07-22 11:19:01,0.5113752152106321
179825,2021-07-22 11:24:55,2021-07-22 11:30:12,88:b1:e1:28:8f:61,-87,1,-22.81369,-47.060551000000004,-22.815644,-47.062605,62,403,,317,2021-07-22 11:24:55,0.30253875639546685
184021,2021-07-22 14:28:29,2021-07-22 14:35:11,6a:09:a1:06:a0:3a,-92,6,-22.816308,-47.072641,-22.824726000000002,-47.065143,189,10,,402,2021-07-22 14:28:29,1.211086846102396
184163,2021-07-22 14:35:43,2021-07-22 14:40:01,a8:9c:ed:7c:50:d9,-93,1,-22.82535,-47.06643,-22.828387,-47.066295000000004,79,152,,258,2021-07-22 14:35:43,0.33798276596991034
193691,2021-07-23 11:05:43,2021-07-23 11:11:41,30:4b:07:ce:9a:01,-55,1,-22.815748000000003,-47.072672999999995,-22.824468,-47.064848,50,7,,358,2021-07-23 11:05:43,1.258317475643251
193696,2021-07-23 11:05:47,2021-07-23 11:13:55,dc:bf:e9:42:33:9f,-52,1,-22.815504,-47.072593,-22.828523,-47.06633,124,12,,488,2021-07-23 11:05:47,1.5835771530002645
193700,2021-07-23 11:05:53,2021-07-23 11:08:18,f0:d7:aa:1c:9f:12,-45,1,-22.81532,-47.072521,-22.818562,-47.066528999999996,224,16,,145,2021-07-23 11:05:53,0.7121295097733686
193851,2021-07-23 11:12:57,2021-07-23 11:14:13,04:d9:f5:6a:7f:3d,-94,6,-22.825499,-47.06654,-22.828765,-47.066171000000004,94,167,,76,2021-07-23 11:12:57,0.3651268514710465
193890,2021-07-23 11:14:13,2021-07-23 11:15:34,3c:bb:fd:7f:70:c0,-93,13,-22.828765,-47.066171000000004,-22.831553,-47.062244,56,206,,81,2021-07-23 11:14:13,0.5080127701293845
197848,2021-07-23 13:30:34,2021-07-23 13:45:07,04:c8:07:92:42:0c,-70,6,-22.816229999999997,-47.072688,-22.828870000000002,-47.066028,223,93,,873,2021-07-23 13:30:34,1.5624864099359703
197988,2021-07-23 13:43:06,2021-07-23 13:46:04,98:39:8e:ad:d5:df,-88,6,-22.824661,-47.064984,-22.831836,-47.062188,59,230,,178,2021-07-23 13:43:06,0.8477232264236014
197989,2021-07-23 13:43:07,2021-07-23 13:45:39,a8:16:d0:df:ec:c9,-86,11,-22.824691,-47.065037,-22.831371,-47.063466999999996,119,231,,152,2021-07-23 13:43:07,0.7600107522018701
197991,2021-07-23 13:43:13,2021-07-23 13:46:10,c6:d1:38:f5:ff:0c,-86,1,-22.824901999999998,-47.065465,-22.831502,-47.06228,137,233,,177,2021-07-23 13:43:13,0.803205056288314
198093,2021-07-23 13:46:22,2021-07-23 13:51:52,32:4d:81:6e:73:78,-91,6,-22.830831,-47.062227,-22.822689999999998,-47.069089,157,335,,330,2021-07-23 13:46:22,1.1463140782617731
207597,2021-07-26 11:04:31,2021-07-26 11:07:51,44:d3:ad:ea:1d:a1,-78,1,-22.816312,-47.072655,-22.816318,-47.066253,59,3,,200,2021-07-26 11:04:31,0.6561693157210683
207603,2021-07-26 11:04:37,2021-07-26 11:15:04,30:fc:eb:89:46:e4,-81,1,-22.816349,-47.072664,-22.831285,-47.063522,34,9,,627,2021-07-26 11:04:37,1.9068738409764268
207605,2021-07-26 11:04:49,2021-07-26 11:11:33,30:4b:07:ce:9a:01,-84,1,-22.816339000000003,-47.072665,-22.82423,-47.064993,53,11,,404,2021-07-26 11:04:49,1.1782152521043405
207607,2021-07-26 11:04:51,2021-07-26 11:08:06,68:c4:4d:76:e6:cb,-91,1,-22.816337,-47.072664,-22.817252,-47.066178,32,13,,195,2021-07-26 11:04:51,0.672516978821436
207612,2021-07-26 11:05:36,2021-07-26 11:14:29,dc:bf:e9:42:33:9f,-53,1,-22.816326,-47.072696,-22.828954,-47.065942,67,18,,533,2021-07-26 11:05:36,1.5655219294212848
207959,2021-07-26 11:21:49,2021-07-26 11:28:42,c6:5c:22:fa:02:90,-90,1,-22.821396,-47.067982,-22.813709,-47.063356,243,365,,413,2021-07-26 11:21:49,0.9774520402006549
209458,2021-07-26 12:09:59,2021-07-26 12:19:50,0e:85:57:82:41:ed,-88,11,-22.820914000000002,-47.066823,-22.818981,-47.064717,30,472,,591,2021-07-26 12:09:59,0.3046134255270694
210595,2021-07-26 12:51:21,2021-07-26 12:57:25,70:fd:46:7a:20:d4,-94,6,-22.82432,-47.064886,-22.826366,-47.067365,41,118,,364,2021-07-26 12:51:21,0.3410402859314739
214533,2021-07-26 15:27:04,2021-07-26 15:35:51,9a:6b:36:00:c1:12,-83,6,-22.828164,-47.066701,-22.825243,-47.066832,35,129,,527,2021-07-26 15:27:04,0.32507818937620037
222360,2021-07-27 11:05:11,2021-07-27 11:13:27,30:fc:eb:89:46:e4,-62,1,-22.816071,-47.072645,-22.831267,-47.063558,151,1,,496,2021-07-27 11:05:11,1.9293793759538
222361,2021-07-27 11:05:12,2021-07-27 11:06:38,44:d3:ad:ea:1d:a1,-57,6,-22.816001999999997,-47.072642,-22.814404,-47.067685,126,2,,86,2021-07-27 11:05:12,0.5382448360175477
222368,2021-07-27 11:05:15,2021-07-27 11:08:12,78:23:27:3a:b9:78,-56,11,-22.815773999999998,-47.072616,-22.819425,-47.067153000000005,63,9,,177,2021-07-27 11:05:15,0.6916114028506535
222369,2021-07-27 11:05:15,2021-07-27 11:07:07,70:fd:46:18:15:18,-58,11,-22.815773999999998,-47.072616,-22.816545,-47.066201,102,10,,112,2021-07-27 11:05:15,0.6630678372244906
222370,2021-07-27 11:05:18,2021-07-27 11:12:49,dc:bf:e9:42:33:9f,-69,7,-22.815561,-47.072573,-22.828766,-47.066139,212,11,,451,2021-07-27 11:05:18,1.609605972281403
222372,2021-07-27 11:05:20,2021-07-27 11:08:03,78:23:27:25:3d:ea,-62,11,-22.815453,-47.072536,-22.819309,-47.067085999999996,141,13,,163,2021-07-27 11:05:20,0.7041767810429929
222382,2021-07-27 11:05:28,2021-07-27 11:12:54,88:79:7e:8d:70:dd,-52,1,-22.815234,-47.07246,-22.828769,-47.066131,121,24,,446,2021-07-27 11:05:28,1.6388596705734255
222411,2021-07-27 11:06:54,2021-07-27 11:11:35,f0:d7:aa:1c:9f:12,-57,13,-22.815777999999998,-47.06643,-22.825813,-47.067178000000006,47,52,,281,2021-07-27 11:06:54,1.1184730805821699
222740,2021-07-27 11:20:18,2021-07-27 11:26:16,c6:5c:22:fa:02:90,-90,1,-22.821433,-47.068087,-22.812998,-47.064212,54,381,,358,2021-07-27 11:20:18,1.018553940456854
223504,2021-07-27 11:48:11,2021-07-27 11:58:35,24:46:c8:58:0d:94,-38,6,-22.816339000000003,-47.072637,-22.824407,-47.064879,190,12,,624,2021-07-27 11:48:11,1.1987725798173208
223531,2021-07-27 11:50:20,2021-07-27 11:58:46,60:1d:91:a0:cf:f2,-60,3,-22.816354999999998,-47.072584,-22.824433,-47.064869,243,39,,506,2021-07-27 11:50:20,1.196688271314583
223920,2021-07-27 12:05:49,2021-07-27 12:08:06,d4:c9:4b:29:8b:1c,-90,6,-22.824920000000002,-47.065571000000006,-22.823520000000002,-47.068461,34,428,,137,2021-07-27 12:05:49,0.3346095453541499
226921,2021-07-27 13:42:07,2021-07-27 13:45:29,c6:5b:2c:e7:8c:0c,-87,11,-22.824876,-47.065493,-22.831633,-47.062222999999996,39,127,,202,2021-07-27 13:42:07,0.8226966588016373
226922,2021-07-27 13:42:08,2021-07-27 13:45:27,f0:d7:aa:e8:4a:c1,-85,6,-22.824876999999997,-47.065495,-22.831774,-47.062185,44,128,,199,2021-07-27 13:42:08,0.8385876924009641
226933,2021-07-27 13:42:23,2021-07-27 13:45:23,26:82:1b:65:7a:cc,-73,6,-22.8249,-47.065595,-22.831917,-47.062195,142,139,,180,2021-07-27 13:42:23,0.854527108631899
227009,2021-07-27 13:43:52,2021-07-27 13:45:02,30:4b:07:0d:7a:8d,-92,6,-22.828677,-47.066214,-22.8315,-47.06324,30,215,,70,2021-07-27 13:43:52,0.43752819042226765
227246,2021-07-27 13:56:25,2021-07-27 13:59:37,1c:cc:d6:0f:2c:f3,-94,11,-22.813072000000002,-47.063721,-22.818873999999997,-47.06505,94,452,,192,2021-07-27 13:56:25,0.6593770716548749
232108,2021-07-27 17:10:19,2021-07-27 17:11:42,b6:27:10:b8:97:06,-93,6,-22.82493,-47.065569,-22.828608,-47.06625,43,233,,83,2021-07-27 17:10:19,0.4148880207776507
232194,2021-07-27 17:13:27,2021-07-27 17:16:44,02:00:00:06:10:00,-88,1,-22.829756,-47.061896999999995,-22.825185,-47.066119,74,319,,197,2021-07-27 17:13:27,0.667507899700042
232321,2021-07-27 17:17:30,2021-07-27 17:30:43,58:d9:c3:41:dc:54,-95,1,-22.823766,-47.068199,-22.814289000000002,-47.071846,74,446,,793,2021-07-27 17:17:30,1.1181252841502463
232409,2021-07-27 17:21:46,2021-07-27 17:27:06,88:b1:e1:28:8f:61,-91,1,-22.813813,-47.059915999999994,-22.815938,-47.062539,30,534,,320,2021-07-27 17:21:46,0.35792554577641406
232447,2021-07-27 17:25:35,2021-07-27 17:28:06,da:32:2e:4e:38:0d,-91,6,-22.812807,-47.065909999999995,-22.818088,-47.064114000000004,244,572,,151,2021-07-27 17:25:35,0.6153979190311839
237928,2021-07-28 12:56:56,2021-07-28 12:58:38,a8:16:d0:4f:5a:bd,-89,9,-22.825282,-47.066359000000006,-22.830462,-47.064504,148,147,,102,2021-07-28 12:56:56,0.60655357359777
237947,2021-07-28 12:57:13,2021-07-28 13:01:20,a8:96:75:42:c1:26,-78,1,-22.825689999999998,-47.066801,-22.828654,-47.066133,37,166,,247,2021-07-28 12:57:13,0.33661746385294755
240194,2021-07-29 08:27:23,2021-07-29 08:28:50,38:d4:0b:81:c8:63,-88,11,-22.825317000000002,-47.06644,-22.829576,-47.065329999999996,31,222,,87,2021-07-29 08:27:23,0.48705141865720886
241130,2021-07-29 11:03:54,2021-07-29 11:14:01,d0:7f:a0:3d:e7:6d,-84,11,-22.816144,-47.072196999999996,-22.828782,-47.066168,162,23,,607,2021-07-29 11:03:54,1.5351335785504863
241131,2021-07-29 11:03:57,2021-07-29 11:11:27,a6:32:25:b7:d0:36,-88,11,-22.816159,-47.072316,-22.824316,-47.064833,90,24,,450,2021-07-29 11:03:57,1.1878064526717074
241141,2021-07-29 11:04:20,2021-07-29 11:11:12,30:4b:07:ce:9a:01,-91,6,-22.816219,-47.072641,-22.824351999999998,-47.064839,61,34,,412,2021-07-29 11:04:20,1.2071738733036093
241146,2021-07-29 11:04:45,2021-07-29 11:12:50,68:7d:6b:c6:e8:99,-49,4,-22.816287,-47.072639,-22.825701000000002,-47.066893,36,39,,485,2021-07-29 11:04:45,1.201077920978109
241342,2021-07-29 11:13:41,2021-07-29 11:19:50,04:d9:f5:67:55:f7,-91,6,-22.828676,-47.066248,-22.825287,-47.066637,78,235,,369,2021-07-29 11:13:41,0.3789431011588324
241787,2021-07-29 11:52:25,2021-07-29 11:56:45,68:7d:6b:52:05:25,-54,1,-22.815998999999998,-47.072606,-22.819679999999998,-47.06752,45,146,,260,2021-07-29 11:52:25,0.6627724641245007
241885,2021-07-29 11:58:18,2021-07-29 12:10:59,28:83:35:5d:40:b3,-93,1,-22.822229999999998,-47.066296,-22.814226,-47.064397,37,244,,761,2021-07-29 11:58:18,0.9110390094382311
242007,2021-07-29 12:03:14,2021-07-29 12:04:51,a8:16:d0:ed:d6:5f,-89,6,-22.82948,-47.064206,-22.825707,-47.066362,101,366,,97,2021-07-29 12:03:14,0.47416888680251734
242180,2021-07-29 12:08:49,2021-07-29 12:11:57,a0:4f:85:d4:dd:04,-92,1,-22.820538,-47.066274,-22.813617,-47.061114,91,539,,188,2021-07-29 12:08:49,0.933786116934967
242730,2021-07-29 12:55:41,2021-07-29 13:00:33,98:39:8e:06:95:7d,-93,11,-22.829526,-47.064132,-22.821793,-47.069037,36,364,,292,2021-07-29 12:55:41,0.9960355329858043
245929,2021-07-29 17:05:18,2021-07-29 17:12:54,7c:fd:6b:bb:1c:bc,-89,1,-22.824934,-47.065609,-22.823528,-47.068413,78,115,,456,2021-07-29 17:05:18,0.32715152481118903
251294,2021-07-30 11:03:36,2021-07-30 11:11:40,a6:32:25:b7:d0:36,-82,11,-22.816236,-47.072285,-22.825151,-47.066086999999996,94,8,,484,2021-07-30 11:03:36,1.1773756295267472
251295,2021-07-30 11:03:38,2021-07-30 11:15:16,70:fd:46:18:15:18,-91,1,-22.816198,-47.072224,-22.829757,-47.061945,75,9,,698,2021-07-30 11:03:38,1.839287546358501
251303,2021-07-30 11:03:55,2021-07-30 11:14:59,64:a2:00:2d:fa:75,-91,1,-22.816123,-47.072603,-22.829948,-47.061963,163,17,,664,2021-07-30 11:03:55,1.8847720112297601
251327,2021-07-30 11:06:03,2021-07-30 11:15:05,dc:bf:e9:42:33:9f,-56,1,-22.815227,-47.072476,-22.829789,-47.061952000000005,62,41,,542,2021-07-30 11:06:03,1.9455754977814514
251351,2021-07-30 11:07:13,2021-07-30 11:17:55,02:00:00:06:10:00,-49,6,-22.814549,-47.067458,-22.825907,-47.066783,98,65,,642,2021-07-30 11:07:13,1.26484710998855
251654,2021-07-30 11:21:06,2021-07-30 11:27:22,c6:5c:22:fa:02:90,-74,1,-22.821346,-47.067783,-22.813723,-47.064848,32,368,,376,2021-07-30 11:21:06,0.8994361442654804
251699,2021-07-30 11:24:10,2021-07-30 11:27:52,88:b1:e1:28:2d:21,-90,6,-22.813773,-47.060125,-22.813966,-47.063214,42,413,,222,2021-07-30 11:24:10,0.31733729727725496
251735,2021-07-30 11:27:18,2021-07-30 11:29:49,40:06:a0:5b:8c:b2,-81,11,-22.813470000000002,-47.065137,-22.818063000000002,-47.064071999999996,30,452,,151,2021-07-30 11:27:18,0.5222539033930893
251739,2021-07-30 11:27:34,2021-07-30 11:29:21,98:39:8e:c5:b6:5f,-96,8,-22.81315,-47.064146,-22.817554,-47.062647,83,453,,107,2021-07-30 11:27:34,0.5132391791190745
