,timestampI,timestampF,MAC,RSSI,channel,latitudeI,longitudeI,latitudeF,longitudeF,cnt_pckg,id,device_id,duration,ts_sort,distancias
66163,2021-07-08 12:12:01,2021-07-08 12:15:23,f0:b5:d1:5d:08:6e,-95,11,-22.821279,-47.06755,-22.813610999999998,-47.063415,43,417,617.0,202,2021-07-08 12:12:01,0.9521644294858793
66174,2021-07-08 12:12:45,2021-07-08 12:24:27,a0:4f:85:d4:dd:04,-93,1,-22.820321,-47.066002000000005,-22.829684,-47.061833,124,428,617.0,702,2021-07-08 12:12:45,1.1253848505971158
66198,2021-07-08 12:14:12,2021-07-08 12:24:44,7e:d3:d7:42:cb:d3,-90,6,-22.816708,-47.063637,-22.829709,-47.060659,47,452,617.0,632,2021-07-08 12:14:12,1.4775150708426494
72225,2021-07-12 11:19:11,2021-07-12 11:24:15,c6:5c:22:fa:02:90,-69,1,-22.81662,-47.072676,-22.82055,-47.068184,163,238,617.0,304,2021-07-12 11:19:11,0.6347688782597742
72433,2021-07-12 11:33:01,2021-07-12 11:37:27,b2:80:78:51:32:c6,-67,1,-22.824891,-47.065525,-22.82967,-47.061887,232,446,617.0,266,2021-07-12 11:33:01,0.6491535649623564
72439,2021-07-12 11:33:11,2021-07-12 11:36:01,68:7d:6b:55:69:1b,-65,6,-22.824904,-47.065515000000005,-22.83106,-47.063918,59,452,617.0,170,2021-07-12 11:33:11,0.7038118405124023
72569,2021-07-12 11:57:30,2021-07-12 12:01:37,12:a9:09:69:71:2e,-93,1,-22.829531,-47.063289000000005,-22.823949,-47.068027,131,18,617.0,247,2021-07-12 11:57:30,0.7880649101410862
72641,2021-07-12 11:59:29,2021-07-12 12:05:05,58:d9:c3:41:dc:54,-91,6,-22.826192000000002,-47.067276,-22.816495,-47.072668,115,90,617.0,336,2021-07-12 11:59:29,1.2116273762618603
72645,2021-07-12 11:59:33,2021-07-12 12:04:02,50:92:b9:b5:cc:06,-92,6,-22.825975,-47.067017,-22.818637,-47.072247999999995,138,94,617.0,269,2021-07-12 11:59:33,0.9763211765952307
72649,2021-07-12 11:59:39,2021-07-12 12:02:01,42:86:c6:cd:d8:9b,-84,6,-22.825788,-47.06661,-22.822861,-47.068897,71,100,617.0,142,2021-07-12 11:59:39,0.40108413891213507
72868,2021-07-12 12:07:38,2021-07-12 12:11:05,6a:bc:68:b4:c4:84,-84,1,-22.813239000000003,-47.065442,-22.821265,-47.06756,180,317,617.0,207,2021-07-12 12:07:38,0.9184739940596364
72985,2021-07-12 12:16:13,2021-07-12 12:22:35,48:90:2f:db:fe:44,-55,6,-22.818195000000003,-47.062985,-22.829672,-47.061502000000004,213,433,617.0,382,2021-07-12 12:16:13,1.2852049256010682
73733,2021-07-12 12:34:48,2021-07-12 12:39:11,d6:42:0e:4e:1e:f8,-82,1,-22.829098000000002,-47.065668,-22.823172,-47.068659000000004,53,85,617.0,263,2021-07-12 12:34:48,0.7267534029512249
73804,2021-07-12 12:36:19,2021-07-12 12:42:51,04:c8:07:92:42:0c,-48,1,-22.825707,-47.066478000000004,-22.815476999999998,-47.072502,168,155,617.0,392,2021-07-12 12:36:19,1.2942780606720385
73891,2021-07-12 12:38:13,2021-07-12 12:44:35,f8:1f:32:a8:24:f8,-93,1,-22.824882000000002,-47.067178000000006,-22.812757,-47.067839,157,242,617.0,382,2021-07-12 12:38:13,1.349941392784454
73926,2021-07-12 12:39:30,2021-07-12 12:50:48,6a:bc:68:b4:c4:84,-41,6,-22.822803,-47.068971999999995,-22.814567,-47.064172,206,277,617.0,678,2021-07-12 12:39:30,1.0395785440011522
73928,2021-07-12 12:39:37,2021-07-12 12:41:42,f2:6a:dd:df:5f:69,-93,11,-22.822667000000003,-47.069117999999996,-22.817457,-47.07266,99,279,617.0,125,2021-07-12 12:39:37,0.6836711561773731
74151,2021-07-12 12:48:30,2021-07-12 12:56:31,5c:cd:5b:72:9c:7d,-84,1,-22.820875,-47.068087,-22.823916,-47.063125,192,502,617.0,481,2021-07-12 12:48:30,0.6107119401795837
75126,2021-07-12 13:15:40,2021-07-12 13:28:06,08:cc:27:d7:64:78,-86,1,-22.825873,-47.066809,-22.817056,-47.063657,32,100,617.0,746,2021-07-12 13:15:40,1.0322593000515163
75152,2021-07-12 13:16:07,2021-07-12 13:19:32,72:e0:3a:22:05:29,-92,6,-22.825592,-47.066189,-22.821745,-47.069796999999994,229,126,617.0,205,2021-07-12 13:16:07,0.5654397040843477
75213,2021-07-12 13:17:33,2021-07-12 13:21:35,d4:c9:4b:88:f7:99,-93,12,-22.825239,-47.06684,-22.816321,-47.072657,210,187,617.0,242,2021-07-12 13:17:33,1.15706013504305
75340,2021-07-12 13:21:46,2021-07-12 13:23:26,08:8c:2c:b0:8b:5f,-47,11,-22.81545,-47.072527,-22.812556,-47.067572999999996,209,313,617.0,100,2021-07-12 13:21:46,0.6011492035140485
76535,2021-07-12 14:05:32,2021-07-12 14:15:57,90:73:5a:47:f8:4e,-60,13,-22.812728,-47.067809999999994,-22.819931,-47.060215,196,241,617.0,625,2021-07-12 14:05:32,1.116905573705679
76556,2021-07-12 14:07:29,2021-07-12 14:08:44,38:80:df:99:7c:8c,-94,11,-22.816606,-47.066185,-22.819961,-47.067827,87,262,617.0,75,2021-07-12 14:07:29,0.4092627889812526
76944,2021-07-12 14:44:07,2021-07-12 14:47:50,dc:bf:e9:8c:41:2d,-54,7,-22.823389000000002,-47.068539,-22.812769,-47.067827,43,137,617.0,223,2021-07-12 14:44:07,1.183144406992935
78128,2021-07-12 15:17:42,2021-07-12 15:29:27,8a:25:c6:af:8d:22,-92,1,-22.814957,-47.064227,-22.825076,-47.065903000000006,122,313,617.0,705,2021-07-12 15:17:42,1.1382195663697712
78214,2021-07-12 15:23:44,2021-07-12 15:30:23,70:fd:46:9c:35:60,-85,1,-22.815326000000002,-47.06266,-22.827576999999998,-47.067227,86,399,617.0,399,2021-07-12 15:23:44,1.4404238943964827
78227,2021-07-12 15:24:08,2021-07-12 15:33:08,38:9a:f6:9e:21:55,-71,1,-22.815672,-47.062582,-22.829832,-47.060025,166,412,617.0,540,2021-07-12 15:24:08,1.5961826429986978
78893,2021-07-12 15:41:26,2021-07-12 15:45:27,aa:24:eb:bd:4e:40,-91,1,-22.829573,-47.061613,-22.825318,-47.066565999999995,180,13,617.0,241,2021-07-12 15:41:26,0.6939221010841202
78920,2021-07-12 15:42:49,2021-07-12 15:49:48,04:c8:07:92:42:0c,-91,11,-22.828405,-47.066362,-22.816628,-47.072669,199,40,617.0,419,2021-07-12 15:42:49,1.4603913775330506
79258,2021-07-12 15:55:01,2021-07-12 16:05:02,c6:13:60:d9:c4:c0,-74,1,-22.8201,-47.068117,-22.829106,-47.065733,54,378,617.0,601,2021-07-12 15:55:01,1.0307986203348731
79936,2021-07-12 16:45:16,2021-07-12 16:49:29,f4:f1:e1:0c:dc:73,-90,1,-22.829521,-47.063709,-22.821727,-47.069798,70,17,617.0,253,2021-07-12 16:45:16,1.067952630054644
79986,2021-07-12 16:46:44,2021-07-12 16:51:08,0e:c9:be:5e:00:37,-95,1,-22.825946,-47.066922,-22.817797,-47.07261,32,67,617.0,264,2021-07-12 16:46:44,1.0774583526963581
80206,2021-07-12 16:57:46,2021-07-12 17:05:20,2e:b9:85:66:07:20,-89,6,-22.818265,-47.063779,-22.825119,-47.065971000000005,93,286,617.0,454,2021-07-12 16:57:46,0.7945535582720165
80248,2021-07-12 17:02:01,2021-07-12 17:04:53,50:92:b9:d5:07:1a,-39,6,-22.818093,-47.061258,-22.824887,-47.065523999999996,203,328,617.0,172,2021-07-12 17:02:01,0.8728596824936301
84455,2021-07-13 08:31:41,2021-07-13 08:34:26,3e:af:94:9f:2e:09,-49,2,-22.812538,-47.067513,-22.819366,-47.067088,42,238,617.0,165,2021-07-13 08:31:41,0.7604885815488436
84960,2021-07-13 09:17:05,2021-07-13 09:22:26,4c:02:20:2d:cf:07,-93,1,-22.819682,-47.065145,-22.819664000000003,-47.060123,115,286,617.0,321,2021-07-13 09:17:05,0.5147179410932479
85263,2021-07-13 11:14:12,2021-07-13 11:19:35,dc:bf:e9:10:c7:91,-62,13,-22.827907,-47.066836,-22.816671,-47.07269,52,96,617.0,323,2021-07-13 11:14:12,1.3859801813182817
85446,2021-07-13 11:21:04,2021-07-13 11:25:39,30:fc:eb:89:46:e4,-94,6,-22.813773,-47.069567,-22.821198000000003,-47.067407,219,279,617.0,275,2021-07-13 11:21:04,0.8547899456266901
85625,2021-07-13 11:33:06,2021-07-13 11:37:43,b2:80:78:51:32:c6,-85,1,-22.824766,-47.065219,-22.829669,-47.061887,73,458,617.0,277,2021-07-13 11:33:06,0.6433061677836432
85748,2021-07-13 11:59:41,2021-07-13 12:04:04,00:0a:f5:61:1e:58,-55,1,-22.827918,-47.060933,-22.824932,-47.067163,178,9,617.0,263,2021-07-13 11:59:41,0.7196635648525823
86003,2021-07-13 12:07:29,2021-07-13 12:15:38,ae:aa:5d:8b:4e:31,-71,1,-22.81567,-47.072601,-22.813518,-47.064501,139,264,617.0,489,2021-07-13 12:07:29,0.8640123682348877
86044,2021-07-13 12:09:37,2021-07-13 12:19:26,30:cb:f8:75:29:ad,-91,11,-22.813144,-47.065533,-22.821082999999998,-47.060587,63,305,617.0,589,2021-07-13 12:09:37,1.017977809821808
86456,2021-07-13 13:13:22,2021-07-13 13:15:58,40:b0:76:87:46:52,-84,11,-22.827851000000003,-47.066814,-22.824791,-47.067263,49,113,617.0,156,2021-07-13 13:13:22,0.3433545043935003
86583,2021-07-13 13:16:10,2021-07-13 13:19:30,d4:c9:4b:88:f7:99,-62,1,-22.82425,-47.067741,-22.816484,-47.072645,32,240,617.0,200,2021-07-13 13:16:10,0.9991633236444115
87215,2021-07-13 14:00:10,2021-07-13 14:07:59,9c:5c:f9:e3:53:a7,-50,10,-22.827428,-47.067305,-22.81261,-47.066927,177,98,617.0,469,2021-07-13 14:00:10,1.6481441008092896
87230,2021-07-13 14:00:42,2021-07-13 14:03:40,06:e5:76:82:5c:27,-70,6,-22.825676,-47.066365000000005,-22.821723000000002,-47.070065,157,113,617.0,178,2021-07-13 14:00:42,0.580523062758346
87616,2021-07-13 14:19:35,2021-07-13 14:20:44,50:92:b9:b5:6c:8c,-96,11,-22.826877,-47.067623,-22.829416000000002,-47.065476000000004,36,499,617.0,69,2021-07-13 14:19:35,0.35794271533960914
87631,2021-07-13 14:20:23,2021-07-13 14:21:45,b0:f1:ec:cd:07:aa,-82,7,-22.828814,-47.066095000000004,-22.830915,-47.062238,32,514,617.0,82,2021-07-13 14:20:23,0.459158074810135
87680,2021-07-13 14:29:32,2021-07-13 14:42:32,74:c6:3b:ed:d2:01,-48,2,-22.827315,-47.061119,-22.821084,-47.070637,66,11,617.0,780,2021-07-13 14:29:32,1.196503695242126
87683,2021-07-13 14:30:05,2021-07-13 14:41:47,00:0a:f5:61:1e:58,-60,1,-22.82733,-47.061125,-22.822948,-47.068822999999995,200,14,617.0,702,2021-07-13 14:30:05,0.9272875536633269
87746,2021-07-13 14:37:06,2021-07-13 14:47:32,da:43:bc:a2:31:9c,-85,1,-22.829555,-47.063162,-22.815033,-47.064347,58,77,617.0,626,2021-07-13 14:37:06,1.6193357834231812
87800,2021-07-13 14:38:50,2021-07-13 14:40:18,0c:f4:d5:95:60:78,-90,11,-22.827751,-47.066969,-22.825132999999997,-47.066129,35,131,617.0,88,2021-07-13 14:38:50,0.3035713762201541
88073,2021-07-13 14:48:51,2021-07-13 14:56:33,60:ab:67:f4:5d:f3,-94,6,-22.818946,-47.06673,-22.823943,-47.063134999999996,31,403,617.0,462,2021-07-13 14:48:51,0.6667051294038978
88303,2021-07-13 14:58:54,2021-07-13 15:00:20,3a:dc:8b:2e:72:17,-93,9,-22.829064000000002,-47.065838,-22.830116,-47.062034999999995,108,633,617.0,86,2021-07-13 14:58:54,0.4069241332718991
88402,2021-07-13 15:10:34,2021-07-13 15:15:07,f8:1f:32:69:ab:e1,-94,6,-22.828428,-47.066321,-22.821479999999998,-47.070252,138,74,617.0,273,2021-07-13 15:10:34,0.8713192785155809
88447,2021-07-13 15:11:55,2021-07-13 15:14:06,a2:fc:25:65:6f:41,-78,5,-22.825429,-47.065958,-22.823635999999997,-47.068355,57,119,617.0,131,2021-07-13 15:11:55,0.31638646828925654
88509,2021-07-13 15:14:15,2021-07-13 15:16:52,d4:63:c6:19:8c:da,-60,12,-22.823141,-47.068689,-22.816579,-47.072652000000005,79,181,617.0,157,2021-07-13 15:14:15,0.8350955823528274
88596,2021-07-13 15:17:35,2021-07-13 15:19:11,bc:e1:43:2c:d2:60,-62,1,-22.814967000000003,-47.072371999999994,-22.81257,-47.067246000000004,91,268,617.0,96,2021-07-13 15:17:35,0.5891363442654728
88653,2021-07-13 15:21:24,2021-07-13 15:33:45,38:9a:f6:9e:21:55,-74,11,-22.81694,-47.066175,-22.831387,-47.063429,128,325,617.0,741,2021-07-13 15:21:24,1.6309013358484457
88717,2021-07-13 15:23:32,2021-07-13 15:26:58,58:b6:33:bb:0b:c8,-63,1,-22.820314,-47.065948999999996,-22.818118,-47.063497,45,389,617.0,206,2021-07-13 15:23:32,0.3504042840951963
88798,2021-07-13 15:28:56,2021-07-13 15:32:04,c6:5c:22:fa:02:90,-92,11,-22.819173000000003,-47.059942,-22.825239,-47.066249,104,470,617.0,188,2021-07-13 15:28:56,0.9342382259352167
88971,2021-07-13 15:44:12,2021-07-13 15:47:23,a2:7f:6f:a3:a1:1b,-84,1,-22.828678,-47.066134000000005,-22.823938000000002,-47.068185,66,71,617.0,191,2021-07-13 15:44:12,0.5674340848898511
89212,2021-07-13 15:53:06,2021-07-13 16:00:12,bc:98:df:d5:e9:be,-80,6,-22.815148999999998,-47.064703,-22.818296,-47.064099,106,311,617.0,426,2021-07-13 15:53:06,0.3553646737856365
89214,2021-07-13 15:53:15,2021-07-13 16:00:17,a8:96:75:4c:66:9b,-93,6,-22.815289,-47.065176,-22.81841,-47.063846999999996,139,313,617.0,422,2021-07-13 15:53:15,0.3728150222743646
89524,2021-07-13 16:46:47,2021-07-13 16:49:56,a4:50:46:6f:a4:2b,-94,6,-22.828595999999997,-47.066159000000006,-22.823123000000002,-47.068734,120,43,617.0,189,2021-07-13 16:46:47,0.6633278648638886
89740,2021-07-13 16:56:17,2021-07-13 17:07:53,f0:d7:aa:05:66:18,-92,1,-22.818789000000002,-47.066615000000006,-22.831885,-47.062351,156,256,617.0,696,2021-07-13 16:56:17,1.520370010736744
89824,2021-07-13 17:01:29,2021-07-13 17:05:34,50:92:b9:d5:07:1a,-60,6,-22.818006,-47.062911,-22.824965,-47.065711,124,340,617.0,245,2021-07-13 17:01:29,0.8253061855695429
90722,2021-07-14 07:07:26,2021-07-14 07:09:24,70:fd:46:52:52:78,-97,5,-22.824734,-47.065135999999995,-22.830032,-47.064886,53,335,617.0,118,2021-07-14 07:07:26,0.5896684344253994
90954,2021-07-14 07:17:10,2021-07-14 07:25:16,12:e1:2e:43:64:6e,-94,1,-22.824434,-47.067584000000004,-22.820210999999997,-47.065791,112,129,617.0,486,2021-07-14 07:17:10,0.5042536194892154
92403,2021-07-14 08:27:06,2021-07-14 08:36:13,0c:cb:85:b9:35:22,-87,11,-22.824594,-47.067440000000005,-22.819010000000002,-47.064546,36,176,617.0,547,2021-07-14 08:27:06,0.6881198538780781
93357,2021-07-14 09:02:46,2021-07-14 09:08:35,a8:16:d0:5b:97:53,-91,1,-22.829542,-47.063038,-22.818456,-47.072154,238,22,617.0,349,2021-07-14 09:02:46,1.5467582001147475
93526,2021-07-14 09:08:33,2021-07-14 09:20:36,02:00:00:00:00:00,-94,3,-22.818587,-47.072201,-22.819074,-47.059909999999995,34,191,617.0,723,2021-07-14 09:08:33,1.2608984442970452
93638,2021-07-14 09:14:18,2021-07-14 09:22:03,aa:49:21:67:fc:e5,-91,1,-22.821208,-47.067916,-22.823777,-47.062872999999996,55,303,617.0,465,2021-07-14 09:14:18,0.5905434082523185
94677,2021-07-14 11:15:58,2021-07-14 11:21:17,b6:83:10:d7:50:66,-71,1,-22.824360000000002,-47.067661,-22.813929,-47.070895,194,142,617.0,319,2021-07-14 11:15:58,1.2063074801763136
94766,2021-07-14 11:19:54,2021-07-14 11:22:26,7c:8b:b5:e5:85:13,-72,1,-22.816713,-47.072683000000005,-22.812558,-47.067391,164,231,617.0,152,2021-07-14 11:19:54,0.712505181056808
94919,2021-07-14 11:28:14,2021-07-14 11:29:59,1c:bf:ce:10:59:ac,-90,5,-22.814706,-47.062826,-22.818203,-47.063364,33,385,617.0,105,2021-07-14 11:28:14,0.39273951650765215
94995,2021-07-14 11:32:55,2021-07-14 11:35:25,b2:80:78:51:32:c6,-85,6,-22.824721,-47.065159,-22.830973999999998,-47.063928000000004,245,460,617.0,150,2021-07-14 11:32:55,0.7066557519454365
95001,2021-07-14 11:33:04,2021-07-14 11:35:14,68:7d:6b:55:69:1b,-70,6,-22.82487,-47.065504,-22.830147,-47.06474,81,466,617.0,130,2021-07-14 11:33:04,0.5919775023965879
95014,2021-07-14 11:33:50,2021-07-14 11:35:14,50:92:b9:26:60:00,-92,1,-22.825384,-47.066503999999995,-22.830147,-47.06474,114,479,617.0,84,2021-07-14 11:33:50,0.5596273840706784
95582,2021-07-14 12:01:31,2021-07-14 12:03:04,1c:cc:d6:0f:2c:f3,-95,1,-22.819615,-47.072033000000005,-22.816659,-47.072662,218,203,617.0,93,2021-07-14 12:01:31,0.334955218736218
95750,2021-07-14 12:09:02,2021-07-14 12:17:57,68:c4:4d:76:e6:cb,-91,7,-22.82074,-47.066565000000004,-22.828643,-47.066256,112,371,617.0,535,2021-07-14 12:09:02,0.8793451658027497
97594,2021-07-14 13:34:21,2021-07-14 13:36:37,48:90:2f:db:fe:44,-51,11,-22.823477,-47.062216,-22.828217000000002,-47.066594,46,498,617.0,136,2021-07-14 13:34:21,0.6921841909616625
97626,2021-07-14 13:35:16,2021-07-14 13:38:58,50:92:b9:79:f4:38,-91,1,-22.825,-47.065677,-22.829826,-47.060231,34,530,617.0,222,2021-07-14 13:35:16,0.7742661138156697
97629,2021-07-14 13:35:19,2021-07-14 13:38:45,50:92:b9:84:1a:8c,-89,1,-22.825045000000003,-47.065795,-22.829667999999998,-47.060891,90,533,617.0,206,2021-07-14 13:35:19,0.7189233324357107
98879,2021-07-14 14:19:36,2021-07-14 14:20:37,c6:3b:b7:47:fd:30,-85,1,-22.824855,-47.065412,-22.826644,-47.067661,48,513,617.0,61,2021-07-14 14:19:36,0.3044663765814897
99719,2021-07-14 15:15:09,2021-07-14 15:30:07,02:00:00:06:10:00,-94,1,-22.813423,-47.068135,-22.825475,-47.066562,222,260,617.0,898,2021-07-14 15:15:09,1.3497858386860135
99723,2021-07-14 15:15:16,2021-07-14 15:21:45,aa:49:21:67:fc:e5,-87,1,-22.813187,-47.068034999999995,-22.818206,-47.063782,75,264,617.0,389,2021-07-14 15:15:16,0.7081527673793396
99756,2021-07-14 15:17:41,2021-07-14 15:30:08,8a:25:c6:af:8d:22,-63,1,-22.81554,-47.065568,-22.825536,-47.066559000000005,40,297,617.0,747,2021-07-14 15:17:41,1.116137022403809
99765,2021-07-14 15:18:36,2021-07-14 15:19:42,38:9a:f6:9e:21:55,-66,11,-22.816944,-47.066183,-22.819879999999998,-47.067724,30,306,617.0,66,2021-07-14 15:18:36,0.3626669728796058
99908,2021-07-14 15:26:22,2021-07-14 15:27:48,7c:8b:b5:6c:c6:41,-70,11,-22.818268,-47.059619,-22.820994,-47.060575,104,449,617.0,86,2021-07-14 15:26:22,0.3185606883639706
99919,2021-07-14 15:26:56,2021-07-14 15:29:29,c6:5c:22:fa:02:90,-94,11,-22.819052,-47.05989,-22.824873,-47.065527,158,460,617.0,153,2021-07-14 15:26:56,0.8676023486980181
100354,2021-07-14 15:51:39,2021-07-14 15:59:51,c8:c7:50:45:fd:73,-93,11,-22.814276,-47.064428,-22.818297,-47.063565000000004,172,324,617.0,492,2021-07-14 15:51:39,0.45578072597530417
100361,2021-07-14 15:52:06,2021-07-14 15:59:37,a8:96:75:4c:66:9b,-86,11,-22.814829,-47.064083000000004,-22.81804,-47.064044,65,331,617.0,451,2021-07-14 15:52:06,0.35706977742236923
100383,2021-07-14 15:53:49,2021-07-14 15:57:01,50:92:b9:f2:ba:66,-53,1,-22.818739,-47.066582000000004,-22.815793,-47.063674,127,353,617.0,192,2021-07-14 15:53:49,0.4428813035218336
100472,2021-07-14 15:59:22,2021-07-14 16:03:53,c0:8c:71:bd:78:ec,-92,1,-22.818035000000002,-47.06312,-22.824901,-47.065529999999995,202,442,617.0,271,2021-07-14 15:59:22,0.8024272442630422
101238,2021-07-14 16:43:20,2021-07-14 16:46:24,68:7d:6b:65:86:4d,-90,1,-22.825699,-47.066396999999995,-22.821787,-47.069567,88,68,617.0,184,2021-07-14 16:43:20,0.5429308719254343
101258,2021-07-14 16:44:13,2021-07-14 16:46:10,62:ab:85:f0:39:57,-94,1,-22.825067,-47.065991,-22.822351,-47.069399,234,88,617.0,117,2021-07-14 16:44:13,0.46174163945069313
101467,2021-07-14 16:54:24,2021-07-14 17:06:19,f0:d7:aa:05:66:18,-86,6,-22.819097,-47.066817,-22.830493,-47.064391,226,297,617.0,715,2021-07-14 16:54:24,1.291341454136209
101519,2021-07-14 16:57:03,2021-07-14 17:04:06,50:92:b9:d5:07:1a,-89,6,-22.818689000000003,-47.064296999999996,-22.824888,-47.065542,252,349,617.0,423,2021-07-14 16:57:03,0.7010092744816145
101564,2021-07-14 17:00:08,2021-07-14 17:04:32,2e:b9:85:66:07:20,-53,6,-22.818013,-47.063028,-22.825145000000003,-47.066054,147,394,617.0,264,2021-07-14 17:00:08,0.8515292264651474
104448,2021-07-15 08:16:40,2021-07-15 08:18:13,70:fd:46:8e:54:94,-88,1,-22.825343,-47.06645,-22.829853,-47.065043,55,428,617.0,93,2021-07-15 08:16:40,0.5218093413657375
104986,2021-07-15 08:45:27,2021-07-15 08:47:52,da:a1:19:25:3a:b3,-78,4,-22.82614,-47.067665999999996,-22.829879000000002,-47.06196,72,449,617.0,145,2021-07-15 08:45:27,0.717513633111761
104987,2021-07-15 08:45:28,2021-07-15 08:47:58,f8:c3:9e:8b:c2:d4,-87,11,-22.8262,-47.067684,-22.829662,-47.061797999999996,200,450,617.0,150,2021-07-15 08:45:28,0.7155970278081184
105859,2021-07-15 09:11:28,2021-07-15 09:13:02,82:1c:ba:d7:af:52,-84,1,-22.817964,-47.072568,-22.813802,-47.069214,49,177,617.0,94,2021-07-15 09:11:28,0.5765016183594598
105977,2021-07-15 09:16:32,2021-07-15 09:26:02,aa:49:21:67:fc:e5,-93,9,-22.819886,-47.067775,-22.825218,-47.066289000000005,141,295,617.0,570,2021-07-15 09:16:32,0.612140759826591
106000,2021-07-15 09:18:01,2021-07-15 09:20:58,0a:36:b3:f8:13:c4,-63,2,-22.8205,-47.066181,-22.815627,-47.062596,179,318,617.0,177,2021-07-15 09:18:01,0.6546875202019157
106853,2021-07-15 11:14:10,2021-07-15 11:24:27,58:d9:c3:4a:55:30,-93,1,-22.826334,-47.067364000000005,-22.820597,-47.068154,160,70,617.0,617,2021-07-15 11:14:10,0.6430438144757622
106924,2021-07-15 11:16:23,2021-07-15 11:25:04,c0:8c:71:c5:25:1d,-72,8,-22.823798,-47.068218,-22.8208,-47.066679,66,141,617.0,521,2021-07-15 11:16:23,0.36879553294355305
107002,2021-07-15 11:18:57,2021-07-15 11:20:32,7c:8b:b5:e5:85:13,-89,1,-22.817218,-47.072686,-22.813761,-47.070443,73,219,617.0,95,2021-07-15 11:18:57,0.44790258588666443
107147,2021-07-15 11:27:47,2021-07-15 11:29:36,1c:bf:ce:10:59:ac,-84,13,-22.813907999999998,-47.063237,-22.817992999999998,-47.063811,49,364,617.0,109,2021-07-15 11:27:47,0.45802600055474985
107218,2021-07-15 11:33:16,2021-07-15 11:34:46,8c:45:00:84:38:7c,-95,11,-22.823731,-47.062779,-22.8256,-47.066625,32,435,617.0,90,2021-07-15 11:33:16,0.44560071515288846
107325,2021-07-15 11:56:35,2021-07-15 12:06:00,00:0a:f5:61:1e:58,-58,1,-22.827338,-47.061176,-22.81258,-47.067699,37,3,617.0,565,2021-07-15 11:56:35,1.771976229835941
107437,2021-07-15 12:00:09,2021-07-15 12:07:52,ae:7d:35:ce:ae:e2,-80,6,-22.825309,-47.065641,-22.816477,-47.066196999999995,103,115,617.0,463,2021-07-15 12:00:09,0.9837268370226393
107722,2021-07-15 12:10:02,2021-07-15 12:21:16,48:90:2f:db:fe:44,-89,1,-22.820273,-47.065862,-22.829864999999998,-47.060148999999996,90,400,617.0,674,2021-07-15 12:10:02,1.21672711597414
107724,2021-07-15 12:10:09,2021-07-15 12:17:45,a0:4f:85:d4:dd:04,-82,1,-22.820017,-47.065505,-22.825001999999998,-47.065762,210,402,617.0,456,2021-07-15 12:10:09,0.5549329372059615
107882,2021-07-15 12:18:19,2021-07-15 12:19:47,8c:45:00:c2:f2:db,-90,11,-22.825705,-47.066938,-22.831377,-47.063434,37,560,617.0,88,2021-07-15 12:18:19,0.7257679880500278
107884,2021-07-15 12:18:23,2021-07-15 12:20:00,30:4b:07:10:66:e3,-88,11,-22.825827,-47.067264,-22.831737,-47.062731,134,562,617.0,97,2021-07-15 12:18:23,0.8047876981275949
108539,2021-07-15 12:30:04,2021-07-15 12:34:32,96:3b:db:a2:04:8c,-92,6,-22.828585,-47.06072,-22.825379,-47.065841,245,55,617.0,268,2021-07-15 12:30:04,0.6344567438654265
108586,2021-07-15 12:31:53,2021-07-15 12:38:31,50:3d:c6:04:84:f6,-63,11,-22.829499,-47.064451,-22.817960999999997,-47.072584,66,102,617.0,398,2021-07-15 12:31:53,1.5299673863660626
109087,2021-07-15 12:44:47,2021-07-15 12:49:42,68:c4:4d:76:e6:cb,-89,13,-22.820163,-47.065785999999996,-22.818070000000002,-47.06085,82,603,617.0,295,2021-07-15 12:44:47,0.5568666888078545
109232,2021-07-15 12:52:51,2021-07-15 12:54:22,cc:88:26:4a:c4:d8,-84,3,-22.825027,-47.065711,-22.828751,-47.066156,41,748,617.0,91,2021-07-15 12:52:51,0.41659437499571134
109261,2021-07-15 12:53:12,2021-07-15 12:54:47,a8:16:d0:19:b6:99,-90,1,-22.825329999999997,-47.06633,-22.829144,-47.065713,98,777,617.0,95,2021-07-15 12:53:12,0.42878628392899604
109268,2021-07-15 12:53:26,2021-07-15 12:54:42,3a:b3:3b:e2:6e:1a,-87,11,-22.82573,-47.066933,-22.828915,-47.065936,59,784,617.0,76,2021-07-15 12:53:26,0.36860165313510196
109981,2021-07-15 13:12:12,2021-07-15 13:16:37,8c:e5:c0:82:08:e8,-94,11,-22.829442999999998,-47.060263,-22.825338000000002,-47.06649,93,26,617.0,265,2021-07-15 13:12:12,0.7846185770171222
110226,2021-07-15 13:16:44,2021-07-15 13:19:16,04:c8:07:92:42:0c,-97,11,-22.825366,-47.066596999999994,-22.819105,-47.072322,59,271,617.0,152,2021-07-15 13:16:44,0.9104751611840984
110238,2021-07-15 13:17:00,2021-07-15 13:20:28,d4:c9:4b:88:f7:99,-89,1,-22.824978,-47.067166,-22.816526,-47.072671,219,283,617.0,208,2021-07-15 13:17:00,1.0961750028521449
110356,2021-07-15 13:19:54,2021-07-15 13:22:37,82:62:7e:93:4f:f1,-88,1,-22.817477,-47.072657,-22.81263,-47.066878,195,401,617.0,163,2021-07-15 13:19:54,0.8008271794896517
110623,2021-07-15 13:33:35,2021-07-15 13:35:42,a8:16:d0:47:e3:95,-81,6,-22.825004999999997,-47.065728,-22.831376000000002,-47.063402,156,668,617.0,127,2021-07-15 13:33:35,0.7474556292976885
