,device_id,timestampI,timestampF,MAC,RSSI,channel,latitudeI,longitudeI,latitudeF,longitudeF,cnt_pckg,id,duration,ts_sort,distancias
141684,,2021-06-17 14:37:31,2021-06-17 14:40:51,98:39:8e:ff:7a:8b,-90,6,-22.82527,-47.066249,-22.831394,-47.063589,42,250,200,2021-06-17 14:37:31,0.7334994568325366
141694,,2021-06-17 14:37:42,2021-06-17 14:40:49,22:94:ec:46:b7:e0,-88,1,-22.825485,-47.066506,-22.831395,-47.063584999999996,174,260,187,2021-06-17 14:37:42,0.7221351404958776
143844,,2021-06-17 16:06:17,2021-06-17 16:12:16,92:6c:df:f3:32:48,-86,6,-22.813793,-47.069559999999996,-22.828602,-47.066261,36,94,359,2021-06-17 16:06:17,1.681042581542237
143858,,2021-06-17 16:07:46,2021-06-17 16:17:16,98:39:8e:7e:1a:75,-59,11,-22.817256,-47.066169,-22.824932,-47.065595,158,108,570,2021-06-17 16:07:46,0.8555584494348538
143971,,2021-06-17 16:11:28,2021-06-17 16:13:18,68:7d:6b:02:55:09,-87,6,-22.825626,-47.066665,-22.831849,-47.062177,49,221,110,2021-06-17 16:11:28,0.8308879980474568
144087,,2021-06-17 16:15:27,2021-06-17 16:19:39,a0:39:f7:90:15:73,-88,6,-22.828695,-47.066049,-22.821954,-47.069376,52,337,252,2021-06-17 16:15:27,0.8234767893211243
144101,,2021-06-17 16:16:21,2021-06-17 16:19:39,78:23:27:15:ed:d6,-85,1,-22.825867000000002,-47.066687,-22.821954,-47.069376,144,351,198,2021-06-17 16:16:21,0.5150422149674959
146454,,2021-06-18 07:36:47,2021-06-18 07:39:18,bc:ff:eb:54:53:5a,-90,6,-22.824973999999997,-47.065607,-22.831797,-47.062652,41,101,151,2021-06-18 07:36:47,0.8168940954138783
149239,,2021-06-18 11:06:44,2021-06-18 11:14:05,dc:bf:e9:42:33:9f,-53,1,-22.814355,-47.07177,-22.828776,-47.06617,206,16,441,2021-06-18 11:06:44,1.703164287131677
149521,,2021-06-18 11:19:39,2021-06-18 11:21:53,40:33:1a:98:2a:5b,-93,5,-22.825344,-47.065604,-22.821928,-47.069326000000004,43,298,134,2021-06-18 11:19:39,0.5383258139424293
149542,,2021-06-18 11:20:29,2021-06-18 11:21:43,8c:f7:10:24:2d:78,-92,8,-22.825321,-47.066526,-22.82229,-47.069427000000005,53,319,74,2021-06-18 11:20:29,0.4494327969114914
149580,,2021-06-18 11:22:14,2021-06-18 11:23:52,c6:5c:22:fa:02:90,-91,1,-22.821434,-47.06818,-22.817398,-47.063713,122,357,98,2021-06-18 11:22:14,0.641105743348811
149619,,2021-06-18 11:24:51,2021-06-18 11:26:12,90:73:5a:da:d7:f9,-94,1,-22.814541000000002,-47.064155,-22.813681,-47.06048,37,396,81,2021-06-18 11:24:51,0.3886221251804564
177246,,2021-06-24 07:44:26,2021-06-24 07:51:22,58:d9:c3:79:9a:2e,-93,1,-22.823735,-47.068287,-22.813183,-47.062746000000004,149,238,416,2021-06-24 07:44:26,1.3035447446661723
179584,,2021-06-24 11:04:07,2021-06-24 11:10:55,30:fc:eb:89:46:e4,-50,1,-22.816360999999997,-47.07265,-22.824912,-47.065533,148,3,408,2021-06-24 11:04:07,1.1983919000766101
179588,,2021-06-24 11:04:09,2021-06-24 11:12:57,98:39:8e:4f:f0:d1,-83,11,-22.816356,-47.072653,-22.828854999999997,-47.066078999999995,166,7,528,2021-06-24 11:04:09,1.5445328600062764
179591,,2021-06-24 11:04:13,2021-06-24 11:07:16,70:fd:46:8a:27:62,-74,11,-22.816356,-47.072658000000004,-22.814764999999998,-47.067228,147,10,183,2021-06-24 11:04:13,0.5839886864276341
179597,,2021-06-24 11:04:34,2021-06-24 11:12:51,dc:bf:e9:42:33:9f,-54,11,-22.816364,-47.072682,-22.828809,-47.066152,190,16,497,2021-06-24 11:04:34,1.5371632888616142
179600,,2021-06-24 11:04:39,2021-06-24 11:15:14,50:92:b9:6d:df:78,-84,1,-22.816364,-47.072683000000005,-22.829560999999998,-47.062238,150,19,635,2021-06-24 11:04:39,1.816413460908083
182634,,2021-06-24 12:45:32,2021-06-24 12:54:45,50:3d:c6:04:84:f6,-49,6,-22.815506,-47.072573999999996,-22.82958,-47.063241,251,7,553,2021-06-24 12:45:32,1.8341373947967758
183956,,2021-06-24 13:34:01,2021-06-24 13:39:30,50:92:b9:8c:f3:4e,-45,1,-22.81579,-47.072611,-22.825352,-47.066481,156,1,329,2021-06-24 13:34:01,1.234997663548221
184050,,2021-06-24 13:38:58,2021-06-24 13:40:35,6e:f2:a3:68:03:59,-87,6,-22.824796,-47.065247,-22.829468,-47.065443,174,95,97,2021-06-24 13:38:58,0.5198916211212837
190688,,2021-06-25 08:31:00,2021-06-25 08:35:02,70:bb:e9:f8:0b:db,-52,1,-22.829467,-47.063868,-22.823408999999998,-47.068553,233,363,242,2021-06-25 08:31:00,0.8272291540617114
191458,,2021-06-25 11:04:47,2021-06-25 11:11:17,48:49:c7:19:22:fa,-51,11,-22.816012,-47.072644,-22.828501,-47.066347,237,1,390,2021-06-25 11:04:47,1.5313537392402434
191461,,2021-06-25 11:04:49,2021-06-25 11:14:22,98:39:8e:4f:f0:d1,-44,1,-22.815873999999997,-47.072633,-22.829314,-47.062032,239,4,573,2021-06-25 11:04:49,1.8476695566556067
191462,,2021-06-25 11:04:50,2021-06-25 11:13:46,50:92:b9:6d:df:78,-53,11,-22.815804,-47.072624,-22.830392,-47.062109,73,5,536,2021-06-25 11:04:50,1.947469106301655
191471,,2021-06-25 11:05:08,2021-06-25 11:09:13,dc:bf:e9:42:33:9f,-61,1,-22.814989999999998,-47.072305,-22.823389000000002,-47.065569,90,14,245,2021-06-25 11:05:08,1.1614023715257795
191602,,2021-06-25 11:10:39,2021-06-25 11:12:04,64:89:9a:36:cb:43,-93,11,-22.825657,-47.066788,-22.829348,-47.065556,48,145,85,2021-06-25 11:10:39,0.4294038874365191
191956,,2021-06-25 11:55:23,2021-06-25 12:01:05,60:1d:91:a0:cf:f2,-55,11,-22.815707999999997,-47.072648,-22.824442,-47.064847,220,5,342,2021-06-25 11:55:23,1.2579527167596172
192010,,2021-06-25 11:59:33,2021-06-25 12:08:58,d0:77:14:f1:75:d6,-88,1,-22.821241,-47.067476,-22.825135999999997,-47.067005,94,73,565,2021-06-25 11:59:33,0.43578667502511303
196270,,2021-06-28 08:31:26,2021-06-28 08:32:39,8c:e5:c0:a2:35:ac,-92,1,-22.827182999999998,-47.06747,-22.824895,-47.065545,188,257,73,2021-06-28 08:31:26,0.3219457201874644
196992,,2021-06-28 11:03:46,2021-06-28 11:14:19,50:92:b9:6d:df:78,-88,1,-22.816334,-47.072644,-22.830445,-47.062089,241,27,633,2021-06-28 11:03:46,1.9058391752872328
196995,,2021-06-28 11:04:23,2021-06-28 11:12:30,dc:bf:e9:42:33:9f,-60,11,-22.816409,-47.072652000000005,-22.828761,-47.066151,247,30,487,2021-06-28 11:04:23,1.5265607780235158
197318,,2021-06-28 11:17:32,2021-06-28 11:19:33,70:fd:46:aa:6e:54,-84,6,-22.825577,-47.06609,-22.822706,-47.069034,59,353,121,2021-06-28 11:17:32,0.4392647247937381
197792,,2021-06-28 12:06:15,2021-06-28 12:07:36,38:f9:d3:9c:d8:ad,-88,5,-22.830887,-47.062224,-22.829365,-47.065034999999995,50,223,81,2021-06-28 12:06:15,0.3341157161372946
197839,,2021-06-28 12:08:38,2021-06-28 12:09:41,8a:79:14:11:8a:33,-84,6,-22.826894,-47.067588,-22.824882000000002,-47.065386,37,272,63,2021-06-28 12:08:38,0.317777665387042
198320,,2021-06-28 12:55:32,2021-06-28 13:01:04,14:1a:a3:56:40:74,-95,1,-22.829532,-47.063206,-22.824757,-47.067219,188,236,332,2021-06-28 12:55:32,0.6716128004120571
198362,,2021-06-28 12:57:20,2021-06-28 12:59:15,d4:c9:4b:91:df:27,-84,6,-22.828565,-47.066158,-22.825469000000002,-47.065939,219,278,115,2021-06-28 12:57:20,0.34499084275051567
198398,,2021-06-28 12:59:01,2021-06-28 13:01:42,66:66:98:d0:d3:ae,-86,2,-22.825667000000003,-47.066291,-22.82281,-47.068908,62,314,161,2021-06-28 12:59:01,0.41576568992944074
198413,,2021-06-28 12:59:15,2021-06-28 13:02:15,b4:ef:39:f2:46:5d,-83,1,-22.825469000000002,-47.065939,-22.82225,-47.069421000000006,168,329,180,2021-06-28 12:59:15,0.5054423314507257
198672,,2021-06-28 13:33:17,2021-06-28 13:41:51,04:c8:07:92:42:0c,-57,11,-22.816298,-47.072654,-22.828803,-47.066165999999996,79,4,514,2021-06-28 13:33:17,1.5413102999445194
198679,,2021-06-28 13:33:58,2021-06-28 13:42:39,4c:63:71:53:a7:0c,-57,1,-22.816323,-47.072628,-22.831459,-47.063319,39,11,521,2021-06-28 13:33:58,1.9346568024100261
198699,,2021-06-28 13:35:40,2021-06-28 13:43:52,7c:8b:b5:cb:bf:41,-46,7,-22.813806,-47.069878,-22.830482,-47.062106,117,31,492,2021-06-28 13:35:40,2.018138655771786
200866,,2021-06-28 17:48:35,2021-06-28 17:51:07,04:d4:c4:9e:c6:1b,-93,1,-22.81469,-47.072101,-22.818009,-47.066291,78,14,152,2021-06-28 17:48:35,0.7005808930462579
200993,,2021-06-28 17:55:03,2021-06-28 17:56:20,2a:ea:a2:95:e9:15,-90,1,-22.82753,-47.067283,-22.831471,-47.063301,55,141,77,2021-06-28 17:55:03,0.5988126219478126
201147,,2021-06-28 18:05:12,2021-06-28 18:06:12,90:3a:72:a5:64:98,-74,1,-22.824614999999998,-47.067431,-22.822253,-47.069446,46,295,60,2021-06-28 18:05:12,0.3341104989444732
203578,,2021-06-29 11:05:24,2021-06-29 11:10:29,30:4b:07:ce:9a:01,-82,1,-22.815672,-47.072583,-22.824648,-47.065025,72,8,305,2021-06-29 11:05:24,1.2634200823182957
203888,,2021-06-29 11:16:05,2021-06-29 11:17:38,82:78:5f:b2:88:11,-82,11,-22.829449,-47.064895,-22.825758,-47.066447,105,318,93,2021-06-29 11:16:05,0.44016463231448666
204668,,2021-06-29 12:09:44,2021-06-29 12:12:20,78:23:27:12:bc:a0,-91,6,-22.825436,-47.065835,-22.821662,-47.068603,40,397,156,2021-06-29 12:09:44,0.5065431541322987
204969,,2021-06-29 13:11:11,2021-06-29 13:16:02,0c:ef:af:d3:00:1e,-54,11,-22.818644,-47.065689,-22.816633,-47.072796999999994,90,8,291,2021-06-29 13:11:11,0.7620686068062296
204970,,2021-06-29 13:11:11,2021-06-29 13:16:02,f0:b5:d1:5d:08:6e,-47,11,-22.818644,-47.065689,-22.816633,-47.072796999999994,219,9,291,2021-06-29 13:11:11,0.7620686068062296
204972,,2021-06-29 13:11:12,2021-06-29 13:16:00,5c:cf:7f:a4:84:9c,-60,11,-22.818609,-47.065774,-22.816588,-47.072796999999994,84,11,288,2021-06-29 13:11:12,0.754075329407353
204981,,2021-06-29 13:11:42,2021-06-29 13:16:01,00:0a:f5:61:1e:58,-45,1,-22.817695,-47.066175,-22.816615,-47.072792,130,20,259,2021-06-29 13:11:42,0.688751394135455
205194,,2021-06-29 13:36:33,2021-06-29 13:37:43,30:4b:07:72:fd:2f,-92,6,-22.815979000000002,-47.072637,-22.813987,-47.068447,33,116,70,2021-06-29 13:36:33,0.4832128393237256
205320,,2021-06-29 13:41:43,2021-06-29 13:44:10,c6:5b:2c:e7:8c:0c,-89,6,-22.824604,-47.06487,-22.831482,-47.063221999999996,51,242,147,2021-06-29 13:41:43,0.7832270389669111
205350,,2021-06-29 13:42:17,2021-06-29 13:45:11,aa:24:eb:bd:4e:40,-88,1,-22.825205,-47.066226,-22.829520000000002,-47.061735999999996,110,272,174,2021-06-29 13:42:17,0.6648037070832912
205369,,2021-06-29 13:42:39,2021-06-29 13:44:39,f0:d7:aa:e8:4a:c1,-75,5,-22.825675,-47.066901,-22.831256,-47.062334,48,291,120,2021-06-29 13:42:39,0.7772966279443856
205596,,2021-06-29 13:51:09,2021-06-29 13:52:14,88:b4:a6:a5:a0:2a,-91,11,-22.820951,-47.066944,-22.818299,-47.063786,79,518,65,2021-06-29 13:51:09,0.43786023680783215
206366,,2021-06-29 15:26:36,2021-06-29 15:41:21,bc:ff:eb:5f:37:ce,-77,6,-22.813888000000002,-47.068874,-22.821337,-47.067848,34,138,885,2021-06-29 15:26:36,0.8349408017359354
